lon,lat,locacion,yacimiento,administrado,etapa,estatus,area_m2,evaluaciones,puntos_exceden,anio_supervision,estado_locacion,departamento,provincia,distrito
-81.23097,-4.30479,EA6093,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,0.0,1ra Evaluacion,2,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.23547,-4.29845,EA327,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.23448,-4.28724,EA204,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.2246,-4.30691,EA2144P,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,0.0,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.22833,-4.28005,EA390,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.22305,-4.29323,EA2432,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.22312,-4.28558,EA6353,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.22222,-4.28741,EA7913,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.22295,-4.28863,EA5984,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.21999,-4.27892,PQA-EA506,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.22355,-4.29921,EA5767,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.23541,-4.3039,EA6244,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.19631,-4.29737,EA722,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.23302,-4.28179,EA341,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.23066,-4.27029,PQA-EA6713,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.24218,-4.30283,EA478,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.20334,-4.3044,EA1095,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.22954,-4.28675,EA139,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.22807,-4.29075,MNF-MC04-TA24,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,EL ALTO
-81.23018,-4.29459,EA1211,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,9.0,1ra Evaluacion,1,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.24024,-4.29575,EA291,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.24248,-4.30278,MNF-MC01-TA27,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,,,,No supervisado,PIURA,TALARA,EL ALTO
-81.21057,-4.3193,EA6005,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,En ejecución,0.0,1ra Evaluacion,,,Planificado,PIURA,TALARA,EL ALTO
-81.22038,-4.29249,MNF-MC03-TA24,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,EL ALTO
-81.22393,-4.30207,EA1217,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.2387,-4.30706,EA6032,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.2407,-4.30626,EA1613,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,9.0,1ra Evaluacion,1,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.24096,-4.30397,EA415,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.22932,-4.28907,EA488,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.2342,-4.30648,EA1605,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.23085,-4.30849,EA1983,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,0.0,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.23095,-4.31091,EA1570,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.22247,-4.30039,EA1152,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,EL ALTO
-81.24064,-4.30849,EA7934,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.23573,-4.30906,EA2076,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.23318,-4.30955,EA2016,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.23531,-4.31268,EA6033,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.24112,-4.31109,EA1695,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.24391,-4.31125,EA2044,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,0.0,1ra Evaluacion,1,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.22819,-4.30219,EA6256,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.23872,-4.3104,EA2046,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.24028,-4.31692,EA6908,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOBITOS
-81.23859,-4.31411,EA2191,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15155,-4.23176,EA1991,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.155,-4.23202,EA1610,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15303,-4.22359,EA2001,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.22579,-4.29876,BAT-TA24,Taiman,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15484,-4.2298,EA1963,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15316,-4.2282,EA9628,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15475,-4.22724,EA1526,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,45776.0,1ra Evaluacion,1,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.17877,-4.28141,EX-MNF-MC9063-CE10,Central,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.23336,-4.31236,BAT-TA29,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15708,-4.22212,EA1558,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15721,-4.22598,EA6101,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15715,-4.23057,EA5639,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15879,-4.21699,EA1083,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15843,-4.22417,EA2484,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.14914,-4.21966,EA1009,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15779,-4.22026,PQA-EA980,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,122.15,1ra Evaluacion,1,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.16014,-4.22241,EA1081,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15977,-4.22611,EA6237,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.14779,-4.22068,EA9639,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.14816,-4.22271,EA1008,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.1481,-4.2225,EA1328,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15176,-4.22267,MNF-MC02-OR11,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.16105,-4.24243,EA6802,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,14.13,1ra Evaluacion,1,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15802,-4.23743,EA6877,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,31.98,1ra Evaluacion,1,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1604,-4.23748,EA6803,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15151,-4.22202,EA1006,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.16473,-4.23955,EA6919,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1591,-4.23151,EA6236,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16519,-4.23743,EA5673,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16984,-4.23602,EA1630,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16352,-4.23617,EA5691,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1617,-4.23896,EA2010,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16687,-4.23946,EA1997,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1597,-4.23515,EA1962,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15029,-4.22348,EA9671,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15204,-4.22632,EA9668,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15044,-4.22525,EA1326,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.1509,-4.22482,EA9669,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15014,-4.22334,EA2483,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.148,-4.22542,EA1944,Somatito,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15124,-4.22773,EA1899,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.14713,-4.21881,EA1857,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15682,-4.23398,EA2017,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,7.0,1ra Evaluacion,1,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15679,-4.22837,EA2532,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,23.16,1ra Evaluacion,1,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15031,-4.21643,EA1319,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15003,-4.21643,EA823,Org. Sur,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.16385,-4.24176,EA1973,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.22787,-4.32494,EA6130,Reventones,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,En ejecución,0.0,1ra Evaluacion,,,Planificado,PIURA,TALARA,LOBITOS
-81.16999,-4.27103,EX-BAT-975,Central,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.16028,-4.23658,MNF-MC03-OR11,Ballena,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1603,-4.23661,MC 3,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No concluyeron,0.0,Unica evaluacion,,,Por definir,PIURA,TALARA,EL ALTO
-81.14729,-4.2175,EA1282,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,Verificado,PIURA,TALARA,LOS ORGANOS
-81.14564,-4.21711,EA1345,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.1493,-4.21961,EA1353,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,Verificado,PIURA,TALARA,LOS ORGANOS
-81.14538,-4.22325,EA1357,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.148,-4.23011,EA1919,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Con afectación,7.0,Unica evaluacion,1,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.14488,-4.22776,EA1987,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Con afectación,35.0,Unica evaluacion,5,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.14558,-4.22178,EA1993,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Con afectación,7.0,Unica evaluacion,1,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.14261,-4.22454,EA2018,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.14192,-4.23223,EA2037,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Con afectación,21.0,Unica evaluacion,3,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15356,-4.2369,EA2051,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,Verificado,PIURA,TALARA,EL ALTO
-81.14607,-4.22613,EA2452,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,Observado,PIURA,TALARA,LOS ORGANOS
-81.15276,-4.22604,EA2492,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2022.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.14393,-4.22242,EA2509,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2022.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.1625,-4.22159,EA7791,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.14843,-4.218,EA9607,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,Verificado,PIURA,TALARA,LOS ORGANOS
-81.14087,-4.21979,EA9613,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.14414,-4.22516,EA9644,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15406,-4.22537,EA9654,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,Verificado,PIURA,TALARA,LOS ORGANOS
-81.14589,-4.22849,EA9674,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.14706,-4.21734,EA1007,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.16474,-4.22732,EA1313,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16705,-4.22948,EA1590,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Con afectación,7.0,Unica evaluacion,1,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15024,-4.2142,EA9656A,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.15024,-4.2142,EA9656,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,Sin afectación,0.0,Unica evaluacion,,2025.0,Supervisado,PIURA,TALARA,LOS ORGANOS
-81.14964,-4.21964,MC 1,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,No supervisado,PIURA,TALARA,LOS ORGANOS
-81.15264,-4.20688,EA778,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,En ejecución,0.0,Unica evaluacion,,,Planificado,PIURA,TALARA,LOS ORGANOS
-81.15264,-4.20688,EA9786,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,En ejecución,0.0,Unica evaluacion,,,Planificado,PIURA,TALARA,LOS ORGANOS
-81.13784,-4.20202,EA779,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,Observado,PIURA,TALARA,LOS ORGANOS
-81.15386,-4.20809,EA787,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,Observado,PIURA,TALARA,LOS ORGANOS
-81.14092,-4.20005,EA790,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,No supervisado,PIURA,TALARA,LOS ORGANOS
-81.14972,-4.20605,EA804,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,No supervisada,0.0,Unica evaluacion,,,No supervisado,PIURA,TALARA,LOS ORGANOS
-81.15035,-4.20456,EA805,Órganos,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa II - HAZCO,En ejecución,0.0,Unica evaluacion,,,Planificado,PIURA,TALARA,LOS ORGANOS
