lon,lat,locacion,yacimiento,administrado,etapa,estatus,area_m2,evaluaciones,puntos_exceden,anio_supervision,estado_locacion,departamento,provincia,distrito
-81.20755,-4.39059,PQA-AA1818,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.19813,-4.40209,PQA-AA10206,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.14623,-4.32826,AA1504,La Tuna,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,3ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.20672,-4.40034,AA1727,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.15258,-4.3087,AA5612,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,2da Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16058,-4.30078,AA118,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.19052,-4.38347,OLD-AA1897,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.18542,-4.40084,PQA-AA9176,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,Observado,PIURA,TALARA,LOBITOS
-81.18934,-4.39635,AA9358,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.18659,-4.39393,AA9126,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,LOBITOS
-81.1755,-4.39846,MNF-MC01-CA22,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,No hay informacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.18878,-4.40352,AA9373,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,Observado,PIURA,TALARA,LOBITOS
-81.17194,-4.39788,AA2176,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,Observado,PIURA,TALARA,LOBITOS
-81.15501,-4.37519,AA6371,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,En ejecución,0.0,3ra Evaluacion,,,Planificado,PIURA,TALARA,LOBITOS
-81.19377,-4.38593,OLD-AA9191,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.22453,-4.40683,OLD-AA1585,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,3ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.18901,-4.39794,AA9123,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,Observado,PIURA,TALARA,LOBITOS
-81.16045,-4.30331,AA106,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,2da Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.19486,-4.40292,MNF-MC10-CA23,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,No hay informacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.15326,-4.30626,AA2511,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,376.62,2da Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.20114,-4.39395,MNF-MCB-605,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,No hay informacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.15739,-4.36522,AA5701,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,En ejecución,0.0,2da Evaluacion,,,Planificado,PIURA,TALARA,LOBITOS
-81.18301,-4.39208,AA9177,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,52.82,2da Evaluacion,2,2023.0,Supervisado,PIURA,TALARA,LOBITOS
-81.2024,-4.3862,MNF-MC5H-CA23,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.15802,-4.30361,AA5862,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.18675,-4.39625,AA9161,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,LOBITOS
-81.17227,-4.37744,AA6866,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.22199,-4.39614,BAT-605,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.15496,-4.30771,AA6171,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,No hay informacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15103,-4.30559,AA5861,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.18194,-4.39008,MNF-MCB-603,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.22148,-4.39584,MNF-MCPB-605,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.1826,-4.39201,Pza-Bat-603,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.18397,-4.39685,MNF-MC02-603,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,67.18,1ra Evaluacion,1,2023.0,Supervisado,PIURA,TALARA,LOBITOS
-81.18141,-4.39303,BAT-603,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,No hay informacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.20016,-4.39381,CMP-BAT-605,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.17193,-4.38288,BAT-610,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,No hay informacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.19007,-4.38619,AA108,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.15321,-4.38033,BAT-608,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,No hay informacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.17534,-4.36895,AA1876,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.12325,-4.24382,EA9423,Somatito,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,6.47,1ra Evaluacion,1,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.19231,-4.39679,AA9144,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,27.17,1ra Evaluacion,1,2023.0,Supervisado,PIURA,TALARA,LOBITOS
-81.15756,-4.30989,AA121,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15847,-4.30663,AA2427,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,22.71,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.2026,-4.3957,QDA-BAT-605,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,2da Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.17799,-4.39469,CMP-BAT-603,Carrizo,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.14658,-4.30481,AA43,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.14311,-4.35825,BAT-CA19,La Tuna,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,LOBITOS
-81.15336,-4.31311,AA5687,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,19.21,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15652,-4.31435,AA5733,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,129.99,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15523,-4.31123,AA83,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,43.72,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16206,-4.30766,AA6988,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,11.56,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15596,-4.30935,AA6992,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.12224,-4.31443,BAT-607,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.15776,-4.30526,AA6998,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.15583,-4.3057,AA99,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.15775,-4.312,AA5917,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,14.61,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16023,-4.30613,AA6999,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15848,-4.30068,AA6751,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.16259,-4.30163,AA6744,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,20.29,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15717,-4.30762,AA6819,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15211,-4.31153,MNF-MC02-CA17,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16312,-4.30451,MNF-MC01-CA17,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16193,-4.3043,AA6989,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1595,-4.30482,AA6979,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.16364,-4.3083,AA7201,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15991,-4.3087,AA94,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16435,-4.30331,AA6124,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.15933,-4.31014,AA6991,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16589,-4.30465,AA7373,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.16493,-4.30641,AA105,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.16426,-4.30152,AA7374,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.16888,-4.29939,AA6982,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16501,-4.2999,AA6666,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16941,-4.3013,AA6818,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16422,-4.29813,AA7874,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1627,-4.29931,AA6008,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Verificado,PIURA,TALARA,EL ALTO
-81.15983,-4.31829,AA5731,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,46010.0,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1602,-4.31165,AA5686,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,44.22,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16082,-4.31593,AA5684,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1706,-4.30005,AA7372,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.15939,-4.31401,AA68,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.1618,-4.31357,AA5634,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,10.8,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.14835,-4.32465,AA1667,La Tuna,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16525,-4.30958,AA7941,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16987,-4.30308,AA996,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16605,-4.30181,AA6868,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,22.76,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16394,-4.31303,AA7896,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.16722,-4.3001,AA6739,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,54.64,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.17161,-4.30173,AA5707,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15081,-4.32757,AA76,La Tuna,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.16282,-4.3113,AA5732,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.16788,-4.30274,AA7376,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,45866.0,1ra Evaluacion,1,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1761,-4.30296,AA7973,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2024.0,Supervisado,PIURA,TALARA,EL ALTO
-81.15839,-4.31528,BAT-604,Merina,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,No hay informacion,,,Observado,PIURA,TALARA,EL ALTO
-81.13085,-4.3407,BAT-602,La Tuna,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,No hay informacion,,,No supervisado,PIURA,TALARA,EL ALTO
-81.13667,-4.293,EA7161,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,EL ALTO
-81.13381,-4.29247,EA7174,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13895,-4.28767,EA9533,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13783,-4.28907,EA9707,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Verificado,PIURA,TALARA,EL ALTO
-81.13642,-4.29067,EA9706,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Verificado,PIURA,TALARA,EL ALTO
-81.13289,-4.28929,EA9287,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1373,-4.28735,EA9828,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.137,-4.28588,EA9404,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Observado,PIURA,TALARA,EL ALTO
-81.13013,-4.29515,EA7141,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13268,-4.28983,EA1259,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Verificado,PIURA,TALARA,EL ALTO
-81.1341,-4.28824,EA9704,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13416,-4.28882,EA7173,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,110.55,1ra Evaluacion,2,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13479,-4.29021,EA1189,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,4.0,1ra Evaluacion,1,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13215,-4.28391,EA5880,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13605,-4.28893,PQA-EA9528,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Verificado,PIURA,TALARA,EL ALTO
-81.13424,-4.28985,MNF-MC6H-ZA02,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,No hay informacion,,,Verificado,PIURA,TALARA,EL ALTO
-81.13491,-4.28563,EA9721,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13226,-4.28351,EA1063,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13104,-4.2883,EA1159,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.12995,-4.2915,EA7084,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,EL ALTO
-81.13166,-4.28676,EA9311,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13029,-4.29024,EA9286,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Verificado,PIURA,TALARA,EL ALTO
-81.12835,-4.28841,EA7111,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.12702,-4.29327,EA7132,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13338,-4.28565,EA9309,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.12772,-4.28618,EA9863,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2022.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13577,-4.28707,EA1158,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2023.0,Supervisado,PIURA,TALARA,EL ALTO
-81.1281,-4.28465,EA7112,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Con afectación,3.0,1ra Evaluacion,1,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.12748,-4.28479,EA1160,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.12923,-4.28419,EA9281,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
-81.13302,-4.2872,EA9832,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,Verificado,PIURA,TALARA,EL ALTO
-81.12512,-4.28266,EA6267,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,No supervisada,0.0,1ra Evaluacion,,,No supervisado,PIURA,TALARA,EL ALTO
-81.12412,-4.28116,EA1179,Zapotal,CNPC - Corporación Nacional de Petróleos de China S.A.,Etapa I - COSAPI,Sin afectación,0.0,1ra Evaluacion,,2025.0,Supervisado,PIURA,TALARA,EL ALTO
