lon,lat,codigo,federacion,zona,tipo_impacto,fuente_impacto,antiguedad,lote,empresa,anio,detecto,descripcion,ubicacion,remediacion,responsable,estado_validacion
-76.425679,-2.8052191,PEM200902,FEDIQUEP,,Botadero,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2009,2009-12-18,"Hay evidencia de un derrame antiguo. Hay barriles de metal y residuos botados. El video muestra un tubo que está botando agua producido en la parte alta de la quebrada Ushpayacu. Los monitores eran Exon, Juan José y Telmo.","Batería Capahuari sur, Andoas, Lote 1.",,Ale,1. Validado parcial
-76.422877,-2.7409176,PRD201411,FEDIQUEP,,Botadero,,,Lote 1AB/192,,2014,2014-05-14,Hay distintos tipos de tubería botados en el bosque.,"carretera principal, km 17+200m. El sitio está a 30 m de la carretera.",,Cielo,1. Validado parcial
-76.418894,-2.7950616,COE201342/PMO201303,"OEFA, FEDIQUEP",,Derrame antiguo de petróleo,,,Lote 1AB/192,"Occidental Petroleum, Pluspetrol Norte SA",2013,2013-05-08,"Es un sitio antiguo PAC que no ha sido remediado. En 1997/1998 había una cocha llena de hidrocarburos. Luego la empresa remedió la cocha. Por no haberlo hecho adecuadamente, la cocha se desapareció eventualmente. Aún hay crudo enterrado. El procedimiento administrativo proviene de un informe de supe","Código: SL-CPS2-J. Se ubica en el oleoducto principal que va a Wayuri, Shiviyacu donde se juntan dos oleoductos, el de lado derecho va a Tambo (Batería Capahuari Sur) y el otro sigue recto.",0.0,Cielo,1. Validado parcial
-76.41473524,-2.78556548,PEH201701,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-04-18,"En una nota escrita:''En dique primero entre parte este y oeste de la cocha.'' En la temporada de lluvías, el crudo sale y afecta a la cocha. Fluye hacia el río Pastaza. Las zonas de caza y pesca de Yanayaco de muchas comunidades están siendo afectadas.","Colcha Ushupayacu (Shipilay), en territorio de la comunidad Alianza Capahuari.",,Ana Paula,2. Validado final
-76.41350948,-2.78815455,PAS201628,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,01/08/2016,"Monitores de la etnía Quechua han visitado el área en los tiempos de Pluspetrol con varias instituciones estatales. Nada ha cambiado pero se ha hecho desaparecer la cocha y lo ha llenado con tierras nativas, etc. Hay tierra removida, contaminación y árboles talados. Hay crudo ocultado. El contaminan","Quebrada capahuariyacu, en el territorio de la comunidad Nuevo Andoas, Batería Capahuari Sur.",,Lady,1. Validado parcial
-76.41336944,-2.78409863,PAS201609,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,29/04/2016,"La colcha Shippilay ha sido contaminada por crudo antiguo. Se sale el crudo cuando el monitor agita el fondo de la laguna con un palo. Actualmente, la cocha Shippilay se ha llenado con hidrocarburos, hay tierras removidas y contaminación visible. Afecta a las quebradas Capahuari y Shippilay y ambas ",En el territorio de la comunidad Los Jardines (Batería Capahuari Sur),,Lady,1. Validado parcial
-76.413349,-2.783989,PMO201301,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,"Occidental Petroleum, Pluspetrol Norte SA",2013,2013-05-15,"Hay crudo en el fondo de la laguna que viene de la cuenca alta de la quebrada Ushupayacu, donde las empresas han estado botando hidrocarburos y aguas de producción por muchos años. La zona ha sido designada para remediación según el PAC.","quebrada Ushupayacu, Batería Capahuari sur, que fluye por la quebrada Shipilay y fluye hacia el río Pastaza. PAC código CAPS27.",,Cielo,1. Validado parcial
-76.40699,-2.7837253,PMO201302,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,"Occidental Petroleum, Pluspetrol Norte SA",2013,2013-05-15,"Este sitio supuestamente ya ha sido remediado según el PAC (código CSUR27). Sin embargo, aún hay contaminación visible yendo aguas abajo. Por más de 30 años, el crudo se ha botado directamente al medioambiente.",El crudo proviene de las quebradas Ushupayacu y Shipilay.,,Cielo,1. Validado parcial
-76.391912,-2.8717003,PMO201305,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,"Occidental Petroleum, Pluspetrol Norte SA",2013,2013-05-15,Una área grande inundada con crudo.,"Batería Capahuari sur, en el territorio de Alianza Capahuari. Se ubica cerca a la boca de la quebrada Capahuari, aguas abajo del punto de salida de aguas de producción en Capahuari Norte y Capahuari S",,Cielo,1. Validado parcial
-76.376598,-2.898201,PAS201502,FEDIQUEP,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2015,17/09/2015,Un oleoducto cerca de la base Andoas se ha roto. El tanque conteniendo crudo se rebalsó. El oleoducto era frágil. La empresa hizo una limpieza en el sitio.,"Base Andoas, en el territorio de la comunidad Nuevo Andoas.",,Lady,1. Validado parcial
-76.34767124,-2.89198466,PJV201606,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,Occidental Petroleum,2016,14/05/2016,"Sitio contaminado antiguo que afecta al riachuelo Choyacu. Además, se afectó a una colpa","En el territorio de la comunidad Alianza Capahuari, cerca de ""Batería"" Tambo x.",,Lady,1. Validado parcial
-76.343903,-2.9025368,POE201401/PRD201416,"OEFA, FEDIQUEP",,derrame de diesel,,,Lote 1AB/192,PlusPetrol Norte S.A,2014,2014-05-17,"El derrame de crudo se dio debido a la oxidación externa de tubería. Según la empresa, el área afectada abarca 150 m2. 15m3 de suelo contaminado fue retirado. El informe de OEFA indica que hay facilidades abandonadas, sin mantenimiento adecuado en el pozo Tambo Sur IX.","el oleoducto proveniente de Tambo Sur, pozo 1X.",1.0,Cielo,1. Validado parcial
-76.341689,-2.9093048,PRD201415,FEDIQUEP,,Botadero,,,Lote 1AB/192,,2014,2014-05-17,El pozo fue abandonado en 1992 pero las instalaciones aún no han sido retiradas.,Pozo 4 Tambo x.1x.,,Cielo,1. Validado parcial
-76.2389676386541,-2.7510997,COE201801.6/CRS201801,"OEFA, FECONACO",,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2018,2018-02-18,"Un derrame grande cerca a la carretera principal que conecta Andoas y Wayuri principal, km 34. El evento se dio en la comunidad de Nazareth, afectándola. Unos 1000 barriles fueron derramados al medio ambiente. El crudo ha corrido por el río Macusari por más de 80 km. El crudo pasó más allá de las co","Oleoducto Shiviyacu-Huayurí-Estación de Acopio-Capahuari Sur, km 34.",,Ana Paula,2. Validado final
-76.32779277,-2.69928587,CSS20181,FECONACOR,Dorissa,Derrame de crudo,oleoducto,Nuevo,Lote 1AB/192,Frontera Energy,,18/02/2018,"Derrame occurido en km 34, afecta quebra 20x20000",km 34 oleoducto Huayari hacia Andoas,,Laura,1. Validado parcial
-76.29855146,-2.7295422,CSS20183,FECONACOR,Dorissa,Peces muertos,,Nuevo,Lote 1AB/192,Frontera Energy,,2018-03-03,"Peces muertos en la cocha, evidencia de crudo",tubería  Dorissa-Andoas,,Laura,1. Validado parcial
-76.28237292,-2.73866914,CSS20182,FECONACOR,Dorissa,Derrame de crudo,ducto,Nuevo,Lote 1AB/192,Frontera Energy,,2018-03-03,"Cocha contaminada con crudo, 20x250",tubería Huayuri Andoas,,Laura,1. Validado parcial
-76.255003,-2.624996,CNS20231,FECONACOR,Forestal Shiviyacu Carmen Huayurí Huayurí Norte,Derrame de crudo,Tubería,Nuevo,Lote 1AB/192,Perupetro,2023.0,27/01/2023,"Afectación directa a cuerpo de agua (quebrada) y suelo. Peligro de contaminación por cercanía a CC.NN José Olaya, el agua de la quebrada llega a la CC.NN José Olaya y es utilizada por los pobladores. Crudo que sale del ducto",Huayuri Carretera Principal km 48,,,
-76.254679,-2.62468,COP20231,FECONACOR,Dorissa,Derrame de crudo,,Nuevo,Lote 1AB/192,Perupetro,2023.0,2023-11-02,,"km 48, Parte de CC.NN. Nueva Jereusalen y parte de CC.NN. Jose Olaya.",,,
-76.239124,-2.440621,CNS20216,FECONACOR,Forestal Shiviyacu Carmen Huayurí Huayurí Norte,Derrame de crudo,Tubería,Nuevo,Lote 1AB/192,Perupetro,2021.0,18/07/2021,Derrame en tubería de el Carmen,Tubería el Carmen,,,
-76.239088,-2.440621,CNS202110,FECONACOR,Forestal Shiviyacu Carmen Huayurí Huayurí Norte,Derrame de crudo,Tubería,Nuevo,Lote 1AB/192,Perupetro,2021.0,14/02/2021,"Derrame en el Carmen, area afectafa 57m2, afectación al suelo",Tubería el Carmen,,,
-76.237999,-2.583343,CAS201402; CES201402,FECONACO,,Derrame nuevo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2014,2014-05-01,,Pozos 1605 y 1607 en el área de la comunidad José Olaya.,,Cielo,1. Validado parcial
-76.237754,-2.562241,CGS200706,FECONACO,,Derrame nuevo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2007,2007-12-31,"Los registros indican un derrame grande con más de 200 m2 de suelo contaminado, afectando bastante a la quebrada Timu Entsa y el río Corrientes. Por ende, una gran área de flora y suelo se ha encubierto con crudo. Las imágenes muestran que los trabajos de limpieza ya se habían iniciado cuando se reg",Batería Huayurí Norte.,1.0,Claudia,2. Validado final
-76.235681,-2.585055,CJG20231,FECONACOR,Forestal Shiviyacu Carmen Huayurí Huayurí Norte,Derrame de crudo,,Nuevo,Lote 1AB/192,Perupetro,2023.0,18/02/2023,Derrame en Huayuri norte,CC.NN. Jose Olaya,,,
-76.231926,-2.581097,CNS20201,FECONACOR,"Forestal, Shiviyacu, Carmen, Huayurí, Huayurí Norte",Derrame de crudo,Tubería,Nuevo,Lote 1AB/192,Frontera Energy,2020.0,15/01/2020,320 metros cuadrados de afectación,"Carretera Huayuri Norte KM 2+500, comunidad cercana es José Olaya",Plan de contingencia,Ana Paula,2. Validado final
-76.229681,-2.603395,CNS20196,FECONACOR,"Forestal, Shiviyacu, Carmen, Huayurí, Huayurí Norte",Derrame de crudo,Tubería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,27/12/2019,"Contaminación de suelo,Trazas de crudo, 160m2 area afectada,","KM 53 de la carretera, comunidad cercana José Olaya",,Laura,1. Validado parcial
-76.228418,-2.59881,CNS20202,FECONACOR,Forestal Shiviyacu Carmen Huayurí Huayurí Norte,Derrame de crudo,Batería,Nuevo,Lote 1AB/192,Frontera Energy,2020.0,31/07/2020,Tanque de alamacenimiento que no estuvo bien cubierto y se ha estado llenando con agua de lluvia. Crudo se ha derramado y falta poco para que llegue a la quebrada.,Huayurí,,,
-76.227789,-2.598992,CNS20229,FECONACOR,Forestal Shiviyacu Carmen Huayurí Huayurí Norte,Derrame de crudo,Tubería,Nuevo,Lote 1AB/192,Perupetro,2022.0,27/10/2022,Derrame que brota de un tanque de la bateria Huayuri,a 7km de la CC.NN. José Olaya,,,
-76.227625,-2.6163585,CGS200809,FECONACO,,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2008,2008-05-03,Fuga de tubería. El evento afecta a la quebrada Machupichu.,Batería Huayurí.,,Ale,1. Validado parcial
-76.227473,-2.59845,CNS202210,FECONACOR,Forestal Shiviyacu Carmen Huayurí Huayurí Norte,Derrame de crudo,Tubería,Nuevo,Lote 1AB/192,Perupetro,2022.0,30/10/2022,"Derrame en Huayuri, puede afectar a la CC.NN. Jose Olaya","Bateria Huayuri, a 7km de la CC.NN. José Olaya",,,
-76.226849,-2.6041304,CES201401; CAS201401,FECONACO,,Derrame nuevo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2014,2014-03-01,Afectó a la comunidad José Olaya.,Base Huayurí CN.,,Cielo,1. Validado parcial
-76.22386,-3.1344427,CLP201503; CPP201503,FECONACO,,Botadero,,,Lote 101,Talisman,2015,2015-03-01,Lodos de perforación dejados por la empresa Talisman.,Lote 101.,,Cielo,1. Validado parcial
-76.22386,-3.1344337,CLP201504; CPP201504,FECONACO,,Botadero,,,Lote 101,Talisman,2015,2015-04-01,Contenedores antiguos enterrados y dejados por la empresa Talisman.,el sitio del botadero se encontró dentro del territorio de la Comunidad San Cristóbal.,,Cielo,1. Validado parcial
-76.218641,-3.1344669,CLP201501; CPP201501,FECONACO,,Botadero,,,Lote 101,Talisman,2015,2015-03-01,hay residuos industriales antiguos dejados por la empresa.,,,Cielo,1. Validado parcial
-76.217106,-3.1455127,CLP201502; CPP201502,FECONACO,,agua producida,,,Lote 101,Talisman,2015,2015-03-01,Aguas de producción saliendo del suelo por restos dejados por la empresa Talisman.,Lote 101.,,Cielo,1. Validado parcial
-76.215527,-2.461148,CRAS200602,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2006,2006-12-07,El derrame afecta a la quebrada Manchari.,Batería Carmen.,,Claudia,2. Validado final
-76.212316,-2.743665,COE201003.2/CNA201003,"OSINERGMIN, FECONACO",,derrame de diesel,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2010,2010-04-24,"El evento se dio en el depósito de diésel ubicado en Dorissa 12, que se desbordó. El contenido se derramó dentro del área de dique de contención.","Tanque de diesel en Batería Dorissa 12. /Batería Dosrissa, tanque 10.",,Ale,1. Validado parcial
-76.212298,-2.7524025,CRAS200902,FECONACO,,Derrame antiguo de petróleo,,Antiguo,Lote 1AB/192,,2009,2009-03-19,Un oleoducto antiguo con una fuga que impactó a la quebrada pucacunga yacu.,Batería Dorissa.,,Ale,1. Validado parcial
-76.212201,-2.744334,CRS201802,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2018,2018-04-19,Es una expedición de OEFA.,En el territorio de la comunidad Nueva Jerusalén.,,Ana Paula,2. Validado final
-76.207297,-2.7524438,COE200908/CRAS200901,"OEFA, OSINERGMIN, FECONACO",,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2009,2009-04-07,La contaminación de una cocha debido a un derrame de crudo en el pozo Dorissa 15 resultó en un procedimiento administrativo. Este procedimiento acusó a la empresa de 4 infracciones: 1) abandonando el sump tank del pozo Dorissa 15; 2) no entregar el informe preliminar de derrame; 3) no entregar el in,"Batería Dorissa, Pozo 15.",,Ale,1. Validado parcial
-76.206901,-2.752408,CRAS200903,FECONACO,,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2009,2009-04-10,El derrame afectó a la Isla Jibaro y el río Corrientes.,Batería Dorissa.,,Ale,1. Validado parcial
-76.20467493,-2.75223495,CRS201601,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2016,08/11/2016,"Hay crudo almacenado desde el tiempo de PlusPetrol en 2013 (hace 3-4 años), lo cual llega a 2 metros de profundidad. Está afectando a la fauna, flora y la comunidad Jerusalén. Las áreas afectadas incluyen el río Chuu entsa, las zonas de caza y pesca de Jerusalén, hungurahuis, etc.","en los pozos petroleros 1x, 02, 03, km 19, carretera Dorissa.",,Lady,1. Validado parcial
-76.204681,-2.753713,CRS201701,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-01-20,,"pozos 02, 03 y 04- km 19, Batería Dorissa.",,Lady,1. Validado parcial
-76.204584,-2.737775,CSS20231,FECONACOR,Dorissa,Derrame de crudo,Sump Tank,Nuevo,Lote 1AB/192,Perupetro,2023.0,2023-04-02,Derrame del sump tank del Pozo 9 Dorissa afectando 25 m Largo Ancho 5 m Comunidad Nueva Jerusalén,Sump Tank del Pozo 9 Dorissa,,,
-76.204512,-2.737685,CSS20224,FECONACOR,Dorissa,Derrame de crudo,Sump Tank,Nuevo,Lote 1AB/192,Perupetro,2022.0,22/11/2022,"Derrame en el tanque sumidero - pozo 9, 24x 5 metros de área impactada",A 1 hora en moto de la comunidad Nueva Jerusalen,,,
-76.204476,-2.7377213,CRAS201002,FECONACO,,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2010,2010-11-19,La empresa está remediando la zona.,Batería Dorissa.,,Ale,1. Validado parcial
-76.204442,-2.739114,CRS201803,FECONACO,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2018,2018-04-19,Derrame de petróleo debido al desborde de los pozos 9 y 7 en la Batería Dorissa. Afectó a la comunidad Nueva Jersualén. Es una expedición de OEFA.,Pozos 9 y 7 de la Batería Dorissa.,,Ana Paula,2. Validado final
-76.202154,-2.763385,C20201,FECONACOR,Dorissa,Derrame de crudo,Batería,Nuevo,Lote 1AB/192,Frontera Energy,2020.0,17/02/2020,"Derrame de hidrocarburos en yacimiento Dorissa, pozo 13",Pozo cerrado #13 de yacimiento Dorissa,,,
-76.200282,-2.771382,CRS201805,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2018,2018-04-21,Afectó a la comunidad Nueva Jersualén. Es una expedición de OEFA.,"Cerca de la Plátaforma del pozo 18, en Batería Dorissa.",,Ana Paula,2. Validado final
-76.199847,-2.767358,COE200702.2/CRAS200703,"OSINERGMIN, FECONACO",,Derrame nuevo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2007,13/05/2007 14/05/2007,Se ocurrió dentro de las instalaciones de la batería Dorissa 17 debido a la alta presión. Afectó a los suelos naturales y la quebrada Chu entsa.,Batería Dorissa 14.,,Claudia,2. Validado final
-76.199712,-2.767376,CRS201804,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2018,2018-04-21,Afectó a la comunidad Nueva Jersualén. Es una expedición de OEFA.,"Cerca del pozo 20 (inoperativo), en la Batería Dorissa.",,Ana Paula,2. Validado final
-76.199567,-2.775508,CNJ20201,FECONACOR,Dorissa,Derrame de agua de producción,Tubería,Nuevo,Lote 1AB/192,Frontera Energy,2020.0,27/09/2020,"Hueco en tubería, derrame de agua de producción cerca de pozo 12-01 de Dorissa",Pozo 12-01 Dorissa,,,
-76.199196,-2.7651333,COE201003.5/CWS201001,"OSINERGMIN, FECONACO",,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2010,2010-07-29,El derrame de crudo se dio debido a la oxidación de tubería. Afectó a la quebrada Pucacuro.,Pozo D-17/Batería Dorissa.,,Ale,1. Validado parcial
-76.197694,-2.7654604,COE201003.8/CWS201002,"OSINERGMIN, FECONACO",,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2010,28/10/2010 30/10/2010,El derrame de crudo occurió debido a una tubería rota. El crudo derramado salió por una superficie desnivelada y se quedó atrapado en una zona de suelo arcilloso.,Línea de flujo del pozo Dorissa 18./ Batería Dorissa.,,Ale,1. Validado parcial
-76.19604607,-2.56036529,CAS201703,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2017,2017-05-19,Afectó a la quebrada Manchari  y también las áreas de caza y pesca de Jose Olaya. Se encontraron algunos animales y peces muertos. Superficie afectada= 12m x 750 m.,"En el Km 70, Batería Shiviyacu, cerca de Quebrada Manchari.",,Ana Paula,2. Validado final
-76.195145,-2.742968,CRS201605,FECONACO,,fuga,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,2016-12-31,El derrame afectó a la orilla de Pucacuyacu en el territorio de la comunidad Nueva Jerusalén.,"Batería Dorissa, km 16.",,Lady,1. Validado parcial
-76.195098,-2.741322,CRS201604,FECONACO,,fuga,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,2016-12-30,El derrame afectó a la orilla de Pucacuyacu en el territorio de la comunidad Nueva Jerusalén.,"Batería Dorissa, Km 16.",,Lady,1. Validado parcial
