lon,lat,nro,lote,tipo,anio,riesgo_salud,riesgo_poblacion,riesgo_ambiente,cuenca,region_hidrografica,departamento,provincia,distrito,oficio
-81.23874,-4.6218,748,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.20046,-4.66596,809,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.12792,-4.66398,810,III,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.20697,-4.63722,811,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,221-2013-OEFA/DE
-81.20681,-4.65696,812,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.25406,-4.69838,869,VII/VI,Pozo mal abandonado,2016,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.30861,-4.67092,870,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.27046,-4.45602,871,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,001-2015-OEFA/DE
-81.25173,-4.68222,872,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.2856,-4.63526,943,I,"Pozo mal abandonado, restos o depósitos de residuos",2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,231-2014-OEFA/DE
-81.23218,-4.63335,944,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,239-2016-OEFA/DE
-80.66036,-3.67073,945,XX (ex Lote XIV),"Pozo mal abandonado, el cual presenta emisiones gaseosas fugitivas",2013,Alto,Alto,Medio,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,131-2014-OEFA/DE
-81.19865,-4.65754,946,VII/VI,"Pozo mal abandonado, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,239-2016-OEFA/DE
-81.11236,-4.21327,749,X,"Pozo mal abandonado, suelo contaminado en el área circundante al mismo e instalación mal abandonada vinculada a dicho pozo",2019,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,Oficio N° 317-2019-OEFA-DEAM
-81.29706,-4.66743,750,VII/VI,"Pozo mal abandonado, que presenta emisiones gaseosas fugitivas y  suelo contaminado en el área circundante al mismo",2016,Medio,Alto,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio circular N° 034-2016-OEFA/DE
-81.12754,-4.65707,751,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame, restos o depósitos de residuos",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.17685,-4.65114,752,VII/VI,"Pozo mal abandonado, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.24301,-4.60222,813,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,081-2015-OEFA/DE
-81.23191,-4.65197,814,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-80.6614,-3.67513,815,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,130-2014-OEFA/DE
-81.19631,-4.65728,816,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.2676,-4.44202,873,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,001-2015-OEFA/DE
-81.25175,-4.69494,874,VII/VI,Pozo mal abandonado,2016,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.30608,-4.67288,875,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.26353,-4.68582,877,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.16897,-4.44658,927,IV,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,47-2015-OEFA/DE
-81.16961,-4.44518,928,IV,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,47-2015-OEFA/DE
-81.16856,-4.44398,929,IV,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,47-2015-OEFA/DE
-81.28663,-4.63933,930,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame, restos o depósitos de residuos",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,47-2015-OEFA/DE
-81.21878,-4.63339,753,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,221-2013-OEFA/DE
-81.14925,-4.86531,754,III,Pozo mal abandonado,2019,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Paita,Vichayal,317-2019-OEFA-DEAM
-81.16423,-4.44766,755,IV,"Pozo mal abandonado, emisiones",2016,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,276-2016-OEFA/DE
-81.12841,-4.65579,756,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.23011,-4.64508,817,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.22135,-4.64443,818,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00001-2015-OEFA-DE
-80.64476,-3.67232,819,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,130-2014-OEFA/DE
-81.19245,-4.65891,820,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.30421,-4.66877,878,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.29494,-4.6925,880,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.12522,-4.65082,881,III,Pozo mal abandonado,2015,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-80.64649,-3.67166,882,XX (ex Lote XIV),"Pozo mal abandonado, emisiones",2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,00001-2015-OEFA/DE
-81.17497,-4.45332,935,IV,Pozo mal abandonado,2016,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,239-2016-OEFA/DE
-81.22092,-4.63273,936,VII/VI,"Pozo mal abandonado, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,239-2016-OEFA/DE
-81.23872,-4.48267,937,VII/VI,"Pozo mal abandonado, emisiones",2016,Bajo,Medio,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,239-2016-OEFA/DE
-81.16437,-4.45027,938,IV,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,239-2016-OEFA/DE
-81.2287,-4.45576,757,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,001-2015-OEFA/DE
-81.25307,-4.66099,758,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,15-2015-OEFA/DE
-81.17167,-4.44968,759,IV,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,276-2016-OEFA/DE
-81.14968,-4.64638,760,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.22875,-4.64544,821,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.23219,-4.66586,822,VII/VI,"Pozo mal abandonado, restos o depósitos de residuos",2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-80.96343,-3.99661,823,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13935,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Canoas De Punta Sal,130-2014-OEFA/DE
-81.19537,-4.65502,824,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.31902,-4.68358,883,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2015,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.13111,-4.65451,884,III,"Pozo mal abandonado, emisiones",2015,Bajo,Medio,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-80.66648,-3.67924,885,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,001-2015-OEFA/DE
-81.1465,-4.64948,886,III,Pozo mal abandonado,2015,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.22954,-4.28325,695,X,Pozo mal abandonado,0,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,El Alto,Oficio N° 317-2019-OEFA-DEAM
-81.29517,-4.63972,696,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.25499,-4.66206,697,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.2323,-4.39635,698,X,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,081-2015-OEFA/DE
-81.25951,-4.4542,761,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,001-2015-OEFA/DE
-80.65453,-3.67871,762,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,221-2013-OEFA/DE
-81.15906,-4.44405,763,IV,Pozo mal abandonado,2016,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,276-2016-OEFA/DE
-81.23522,-4.49928,764,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,001-2015-OEFA/DE
-81.22879,-4.64216,825,VII/VI,"Pozo mal abandonado, emisiones",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-80.66785,-3.68019,826,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,130-2014-OEFA/DE
-81.20968,-4.66094,827,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.2255,-4.66741,828,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, restos o depósitos de residuos",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-80.66566,-3.67886,887,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,001-2015-OEFA/DE
-81.19159,-4.66275,888,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,15-2015-OEFA/DE
-81.24567,-4.60019,889,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame, restos o depósitos de residuos",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,231-2014-OEFA/DE
-81.14742,-4.65051,890,III,Pozo mal abandonado,2015,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.19192,-4.65388,699,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.18304,-4.28767,700,X,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,El Alto,081-2015-OEFA/DE
-81.2575,-4.69651,701,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.18577,-4.29293,702,X,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,El Alto,081-2015-OEFA/DE
-80.65636,-3.66722,765,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,221-2013-OEFA/DE
-81.17,-4.44808,766,IV,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,276-2016-OEFA/DE
-81.25093,-4.50631,767,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,001-2015-OEFA/DE
-80.65863,-3.66919,768,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,221-2013-OEFA/DE
-81.21194,-4.64487,829,VII/VI,Pozo mal abandonado,2016,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.23097,-4.64358,830,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.24002,-4.62207,831,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-80.9398,-4.00264,832,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13935,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Canoas De Punta Sal,130-2014-OEFA/DE
-80.66146,-3.67404,891,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,001-2015-OEFA/DE
-81.14834,-4.65154,892,III,Pozo mal abandonado,2015,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.26716,-4.60917,893,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,00001-2015-OEFA-DE
-81.14916,-4.65041,894,III,Pozo mal abandonado,2015,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.25043,-4.69231,703,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.19141,-4.39126,704,X,Pozo mal abandonado,2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,081-2015-OEFA/DE
-81.24559,-4.69334,705,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.23274,-4.51037,706,VII/VI,Pozo mal abandonado e instalación mal abandonada vinculada al pozo,0,Bajo,Medio,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,Oficio N° 317-2019-OEFA-DEAM
-81.22713,-4.5082,769,VII/VI,Pozo mal abandonado,2016,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,276-2016-OEFA/DE
-81.26048,-4.44125,770,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,081-2015-OEFA/DE
-81.24312,-4.51753,771,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,001-2015-OEFA/DE
-80.65364,-3.67812,772,XX (ex Lote XIV),Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 13939,Región Hidrografica del Pacífico,Tumbes,Contralmirante Villar,Zorritos,221-2013-OEFA/DE
-81.25072,-4.65444,833,VII/VI,"Pozo mal abandonado, restos o depósitos de residuos",2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,15-2015-OEFA/DE
-81.2114,-4.64203,834,VII/VI,Pozo mal abandonado,2016,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.22321,-4.64749,835,VII/VI,"Pozo mal abandonado, emisiones",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.24065,-4.61963,836,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.26414,-4.62379,895,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00001-2015-OEFA-DE
-81.15082,-4.64876,896,III,"Pozo mal abandonado, emisiones",2015,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.11076,-4.18111,897,X,"Pozo mal abandonado, restos o depósitos de residuos",2013,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,00001-2015-OEFA/DE
-81.15184,-4.64429,898,III,"Pozo mal abandonado, emisiones",2015,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.24874,-4.69808,707,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.24947,-4.66521,708,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.27726,-4.6914,709,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,136-2014-OEFA/DE
-81.30743,-4.6709,710,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.14179,-4.20913,773,X,Pozo mal abandonado,2019,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,Oficio N° 317-2019-OEFA-DEAM
-81.22172,-4.63378,774,VII/VI,"Pozo mal abandonado, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.2594,-4.43468,775,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,081-2015-OEFA/DE
-81.23729,-4.50394,776,VII/VI,"Pozo mal abandonado, emisiones",2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,001-2015-OEFA/DE
-81.21091,-4.64368,837,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,276-2016-OEFA/DE
-81.2213,-4.65033,838,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.24361,-4.61471,839,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.22274,-4.65008,840,VII/VI,"Pozo mal abandonado, emisiones",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.11534,-4.1812,899,X,"Pozo mal abandonado, restos o depósitos de residuos",2013,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,00001-2015-OEFA/DE
-81.21386,-4.42883,900,XV,"Pozo mal abandonado, emisiones, restos o depósitos de residuos",2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,00001-2015-OEFA-DE
-81.0975,-4.31696,901,II,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,El alto,001-2015-OEFA/DE
-81.23192,-4.49955,902,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,001-2015-OEFA/DE
-81.2198,-4.65841,711,VII/VI,"Pozo mal abandonado, emisiones, restos o depósitos de residuos",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.29453,-4.64983,712,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,136-2014-OEFA/DE
-81.1757,-4.6593,713,VII/VI,Pozo mal abandonado con presencia de emisiones gaseosas fugitivas provenientes del mismo,0,Bajo,Medio,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 317-2019-OEFA-DEAM
-81.24066,-4.65139,714,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.22262,-4.63532,777,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,221-2013-OEFA/DE
