lon,lat,nro,lote,tipo,anio,riesgo_salud,riesgo_poblacion,riesgo_ambiente,cuenca,region_hidrografica,departamento,provincia,distrito,oficio
-81.23848,-4.61204,625,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00001-2015-OEFA-DE
-81.243,-4.67539,626,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,138-2014-OEFA/DE
-81.17802,-4.65973,683,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,15-2015-OEFA/DE
-81.22581,-4.58328,684,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,081-2015-OEFA/DE
-81.26224,-4.70811,685,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.10492,-4.21975,686,X,Pozo mal abandonado,0,Bajo,Medio,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,Oficio N° 317-2019-OEFA-DEAM
-81.2947,-4.6535,492,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,145-2014-OEFA/DE
-81.24254,-4.67747,493,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,145-2014-OEFA/DE
-81.23355,-4.67778,494,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,145-2014-OEFA/DE
-81.2516,-4.67814,495,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,145-2014-OEFA/DE
-81.17017,-4.41182,560,X,Pozo mal abandonado,2019,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,Oficio N° 346-2019-OEFA-DEAM
-81.23313,-4.61191,561,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.24118,-4.51274,562,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones, restos o depósitos de residuos",2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,15-2015-OEFA/DE
-81.18425,-4.27099,563,X,Pozo mal abandonado,2019,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,El Alto,Oficio N° 346-2019-OEFA-DEAM
-81.14662,-4.86683,627,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Paita,Vichayal,281-2016-OEFA/DE
-81.14674,-4.86486,628,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Bajo,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Paita,Vichayal,081-2015-OEFA/DE
-81.22873,-4.6209,629,I,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00001-2015-OEFA-DE
-81.13628,-4.23555,630,X,"Pozo mal abandonado, suelo contaminado en el área circundante al mismo y emisiones gaseosas fugitivas provenientes del pozo",2017,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,El Alto,Oficio N° 282-2018-OEFA/DEAM
-81.22187,-4.5897,691,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,081-2015-OEFA/DE
-81.20215,-4.63807,692,VII/VI,"Pozo mal abandonado, emisiones",2013,Bajo,Medio,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.29145,-4.63195,693,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.23479,-4.66905,694,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,001-2015-OEFA/DE
-81.21044,-4.64087,496,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,145-2014-OEFA/DE
-81.19622,-4.65073,497,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,145-2014-OEFA/DE
-81.1342,-4.18868,498,X,Pozo mal abandonado,2019,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,Oficio N° 346-2019-OEFA-DEAM
-81.19712,-4.65183,499,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,145-2014-OEFA/DE
-81.23386,-4.61092,564,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.28428,-4.45355,565,VII/VI,Pozo mal abandonado,2019,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,Oficio N° 346-2019-OEFA-DEAM
-81.17508,-4.27198,566,X,Pozo mal abandonado,2019,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,El Alto,Oficio N° 346-2019-OEFA-DEAM
-81.24721,-4.66076,567,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.12741,-4.86012,631,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Cuenca Chira,Región Hidrografica del Pacífico,Piura,Paita,Vichayal,281-2016-OEFA/DE
-81.25993,-4.43866,632,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,081-2015-OEFA/DE
-81.24122,-4.67647,633,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,138-2014-OEFA/DE
-81.14558,-4.23811,634,X,Pozo mal abandonado,2017,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,El Alto,Oficio N° 282-2018-OEFA/DEAM
-81.28441,-4.64646,436,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.28487,-4.66652,437,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.27857,-4.65432,438,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.28341,-4.65313,439,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.12448,-4.20217,500,X,Pozo mal abandonado e instalación mal abandonada vinculada al pozo,2019,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,Oficio N° 346-2019-OEFA-DEAM
-81.24238,-4.67598,501,VII/VI,Pozo mal abandonado y emisiones gaseosas fugitivas provenientes del mismo,2017,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 282-2018-OEFA/DEAM
-81.11685,-4.65843,502,III,Suelo contaminado vinculado al pozo T2664,2016,Medio,Alto,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,"Oficio circular N° 041-2016-OEFA/DE,Oficio circular N° 00322-2024-OEFA/DEAM"
-81.1401,-4.46726,503,IV,Poza de fluidos de completación (Instalación mal abandonada),2017,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,282-2018-OEFA/DEAM
-81.25802,-4.61983,568,I,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.26285,-4.61568,569,I ,Pozo mal abandonado y suelo contaminado con hidrocarburos en el área circundante al mismo,0,Bajo,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 346-2019-OEFA-DEAM
-81.22553,-4.57015,570,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,00002-2015-OEFA/DE
-81.17275,-4.45073,571,IV,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,00002-2015-OEFA/DE
-81.12629,-4.87063,635,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Cuenca Chira,Región Hidrografica del Pacífico,Piura,Paita,Vichayal,281-2016-OEFA/DE
-81.25034,-4.65016,636,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.23247,-4.60609,637,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,00001-2015-OEFA-DE
-81.24105,-4.66871,638,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,138-2014-OEFA/DE
-81.28253,-4.62997,440,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.17623,-4.45214,441,IV,"Pozo mal abandonado, emisiones",2016,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,282-2016-OEFA/DE
-81.28297,-4.63107,442,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.25623,-4.6097,443,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,015-2015-OEFA/DE
-81.24301,-4.55851,504,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,280-2016-OEFA/DE
-81.24241,-4.67471,505,VII/VI,Pozo mal abandonado,2017,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 282-2018-OEFA/DEAM
-81.2423,-4.67267,506,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,145-2014-OEFA/DE
-81.24781,-4.66685,507,VII/VI,Pozo mal abandonado y emisiones gaseosas fugitivas provenientes del mismo,2017,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 282-2018-OEFA/DEAM
-81.25972,-4.69913,572,VII/VI,Pozo mal abandonado con presencia de emisiones gaseosas fugitivas y suelo contaminado con hidrocarburos en el área circundante al mismo,0,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 346-2019-OEFA-DEAM
-81.17522,-4.36887,573,X,Pozo mal abandonado y emisiones gaseosas fugitivas provenientes del mismo,2017,Bajo,Medio,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,Oficio N° 282-2018-OEFA/DEAM
-81.1282,-4.65279,574,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.19772,-4.37711,575,X,Instalación mal abadonada (estructura de concreto),2017,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,Oficio N° 282-2018-OEFA/DEAM
-81.13538,-4.87099,639,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Paita,Vichayal,281-2016-OEFA/DE
-81.23313,-4.56095,640,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,081-2015-OEFA/DE
-81.22947,-4.58974,641,I,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,00001-2015-OEFA-DE
-81.23934,-4.66746,642,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,138-2014-OEFA/DE
-81.28097,-4.63371,444,I,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.22873,-4.6714,445,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,007-2014-OEFA/DE
-81.28314,-4.63992,446,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.17042,-4.45088,447,IV,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,282-2016-OEFA/DE
-81.25684,-4.67606,508,VII/VI,Pozo mal abandonado y suelo contaminado en el área circundante al mismo,2017,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 282-2018-OEFA/DEAM
-81.25583,-4.44426,509,VII/VI,Pozo mal abandonado y suelo contaminado en el área circundante al mismo,0,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Lobitos,Oficio N° 346-2019-OEFA-DEAM
-81.25501,-4.66957,510,VII/VI,Pozo mal abandonado,2017,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 282-2018-OEFA/DEAM
-81.32548,-4.68361,511,VII/VI,Pozo mal abandonado con presencia de emisiones gaseosas fugitivas provenientes del mismo y suelo contaminado en el área circundante,0,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 346-2019-OEFA-DEAM
-81.12646,-4.65794,576,III,"Pozo mal abandonado, que presenta emisiones gaseosas fugitivas y  suelo contaminado en el área circundante al mismo",2014,Medio,Alto,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,47-2015-OEFA/DE
-81.14546,-4.6481,577,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.12566,-4.65534,578,III,"Pozo mal abandonado, que presenta suelo contaminado en el área circundante al mismo",2014,Medio,Alto,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,47-2015-OEFA/DE
-81.07395,-4.35279,579,II,Pozo mal abandonado,2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,El Alto,00002-2015-OEFA/DE
-81.15005,-4.87121,643,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Paita,Vichayal,281-2016-OEFA/DE
-81.28909,-4.64035,644,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,081-2015-OEFA/DE
-81.23806,-4.67038,645,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,138-2014-OEFA/DE
-81.12523,-4.66251,646,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,281-2016-OEFA/DE
-81.28542,-4.63065,448,I,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.22447,-4.52737,449,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,247-2013-OEFA/DE
-81.16563,-4.45173,450,IV,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,282-2016-OEFA/DE
-81.29143,-4.63505,451,I,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.25987,-4.66647,512,VII/VI,Pozo mal abandonado,2017,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 282-2018-OEFA/DEAM
-81.3061,-4.66218,513,VII/VI,Pozo mal abandonado con presencia de emisiones gaseosas fugitivas provenientes del mismo,0,Alto,Alto,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,"Oficio Circular N° 074-2019-OEFA-DEAM,Oficio N° 00110-2025-OEFA/DEAM"
-81.25407,-4.66875,514,VII/VI,"Pozo mal abandonado, suelo contaminado en el área circundante al mismo y emisiones gaseosas fugitivas provenientes del pozo",2017,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 282-2018-OEFA/DEAM
-81.27818,-4.61581,515,I,Pozo mal abandonado y suelo contaminado en el área circundante al mismo,0,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 346-2019-OEFA-DEAM
-81.27564,-4.69303,580,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,140-2014-OEFA/DE
-81.23436,-4.61204,581,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.30199,-4.67867,582,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,140-2014-OEFA/DE
-81.13469,-4.20555,583,X,Pozo mal abandonado con presencia de emisiones gaseosas fugitivas provenientes del mismo y suelo contaminado en el área circundante al pozo,2019,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,Oficio N° 346-2019-OEFA-DEAM
-81.28616,-4.58039,647,I,"Pozo mal abandonado, emisiones",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,081-2015-OEFA/DE
-81.23874,-4.50088,648,VII/VI,"Pozo mal abandonado, emisiones, restos o depósitos de residuos",2014,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,001-2015-OEFA/DE
-81.21238,-4.63492,649,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,138-2014-OEFA/DE
-81.12456,-4.66354,650,III,"Pozo mal abandonado, suelos contaminados con efluente o derrame, emisiones",2016,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,281-2016-OEFA/DE
-81.27425,-4.69221,452,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2013,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,151-2014-OEFA/DE
-81.21398,-4.62974,453,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,247-2013-OEFA/DE
-81.29331,-4.63438,454,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.29047,-4.67987,455,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,151-2014-OEFA/DE
-81.23314,-4.54945,516,VII/VI,"Pozo mal abandonado, instalaciones mal abandonadas",2016,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,280-2016-OEFA/DE
-81.18395,-4.29926,517,X,"Pozo mal abandonado, emisiones",2016,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,El Alto,280-2016-OEFA/DE
-81.13419,-4.19986,518,X,Pozo mal abandonado,2016,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,280-2016-OEFA/DE
-81.21743,-4.27983,519,X,Pozo mal abandonado,2017,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,El Alto,Oficio N° 282-2018-OEFA/DEAM
-81.2369,-4.60905,584,I,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.20913,-4.63521,585,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,140-2014-OEFA/DE
-81.17904,-4.65287,586,VII/VI,Pozo mal abandonado,0,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,Oficio N° 346-2019-OEFA-DEAM
-81.24067,-4.50367,588,VII/VI,"Pozo mal abandonado, emisiones",2014,Bajo,Medio,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,00002-2015-OEFA/DE
-81.23984,-4.57329,651,I,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,081-2015-OEFA/DE
-81.24748,-4.50318,652,VII/VI,Pozo mal abandonado,2014,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,001-2015-OEFA/DE
-81.19227,-4.65254,653,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,138-2014-OEFA/DE
-81.18587,-4.66282,654,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,15-2015-OEFA/DE
-81.21972,-4.52946,456,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,247-2013-OEFA/DE
-81.29626,-4.65669,457,VII/VI,Suelos contaminados con efluente o derrame,2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.26229,-4.69261,458,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,151-2014-OEFA/DE
-81.29109,-4.64458,459,VII/VI,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2014,Medio,Medio,Medio,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,00002-2015-OEFA/DE
-81.13372,-4.23442,520,X,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,El Alto,280-2016-OEFA/DE
-81.21545,-4.27688,521,X,Pozo mal abandonado,2017,Bajo,Bajo,Bajo,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,El Alto,Oficio N° 282-2018-OEFA/DEAM
-81.2105,-4.2734,522,X,Suelo contaminado en el área circundante al pozo A_414 con adecuado abandono permanente,2017,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,El Alto,Oficio N° 282-2018-OEFA/DEAM
-81.18636,-4.5007,523,IV,"Pozo mal abandonado, suelos contaminados con efluente o derrame",2016,Medio,Medio,Medio,Cuenca Pariñas,Región Hidrografica del Pacífico,Piura,Talara,Pariñas,280-2016-OEFA/DE
-81.26297,-4.69509,589,VII/VI,Pozo mal abandonado,2013,Bajo,Bajo,Bajo,Intercuenca 1391,Región Hidrografica del Pacífico,Piura,Talara,La Brea,140-2014-OEFA/DE
-81.13224,-4.19925,590,X,Pozo mal abandonado que presenta emisiones gaseosas fugitivas provenientes del mismo,2019,Medio,Medio,Medio,Intercuenca 13931,Región Hidrografica del Pacífico,Piura,Talara,Los Órganos,Oficio N° 346-2019-OEFA-DEAM
