lon,lat,nombre,tipo,etnia,familia_ling,federacion,zona
-78.15324,-4.65676,Cayamas,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.14516,-4.6356,Wawaim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.22576,-4.65436,Suwants,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.22462,-4.64715,Mamayakim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.21574,-4.64153,Saasa,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.20124,-4.60612,Mamayaque,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.20428,-4.59668,Shapijim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.31958,-4.62755,Shacham Entsa,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-78.26406,-4.59139,Bashuim Chinim,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-78.19533,-4.57821,Nuevo Tutino,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.18901,-4.57249,Tuutin,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.24531,-4.55782,Bashuin,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.31212,-4.56308,Tsawantus,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.27861,-4.54448,Paantan Entsa,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.17937,-4.53884,Pagki,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.17429,-4.52441,Nuevo Kanam,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.16882,-4.51279,Sua San Antonio,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.15338,-4.49437,Sua San Antonio,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.15693,-4.47227,Aintam,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.15774,-4.45509,Huampami,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.19552,-4.45901,Canga,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.19504,-4.45245,Nanchik Entsa,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.24902,-4.4322,Kusu Kubaim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.27177,-4.41263,Pagata,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.14847,-4.4205,Achu,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.06822,-4.41198,Kumpin,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.14668,-4.40132,Tseasim,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.19586,-4.3735,Paiza,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.1977,-4.36343,Tuwag Entsa,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.19195,-4.33021,Buchigkim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.23898,-4.29808,Nuevo Mamayaque,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.17686,-4.12557,Sawientsa,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.18478,-3.93851,Wichim,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-78.24438,-3.92385,Uchi Numpatkaim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.26166,-3.88512,Putuim,Principal,Huambisa (Wampis),Jíbaro,ODECOFROC,Marañón
-78.28987,-3.85699,Ajuntai Entsa,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.29276,-3.81718,Tunim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.26921,-3.77763,Wachim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.29622,-3.67662,Wee,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.45013,-4.63194,Uchi Shamatak,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.47966,-4.57931,Shamatak,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.42257,-4.51881,Yagku Entsa,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.4597,-4.52835,Pampa-Entsa,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.52826,-4.556,Tagkegip,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-78.4538,-4.48115,Pijuayal,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.4561,-4.47886,Achuim,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.50915,-4.40389,Tunas,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-78.4117,-4.40352,Kusu Numpatkeim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.35913,-4.34921,Najem,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.38405,-4.31029,Teesh,Anexo,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.35613,-4.27279,Shaim,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.46455,-4.14161,Antiguo Kanam,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.44017,-4.29729,Kunchai,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.31437,-4.41773,Kuyumatak,Principal,Aguaruna (Awajun),Jíbaro,ODECOFROC,Marañón
-78.7784,-5.00616,Naranjos,Principal,Aguaruna (Awajun),Jíbaro,ORASI,Chirinos
-78.78549,-5.00001,Alto Naranjos,Anexo,Aguaruna (Awajun),Jíbaro,ORASI,Chirinos
-78.75051,-4.97703,Santa Agueda,Anexo,Aguaruna (Awajun),Jíbaro,ORASI,Chirinos
-78.72823,-4.95448,Nuevo Kucha,Anexo,Aguaruna (Awajun),Jíbaro,ORASI,Chirinos
-78.74475,-4.97689,Supayaku,Principal,Aguaruna (Awajun),Jíbaro,ORASI,Chirinos
-78.77369,-5.00468,Yamakey,Anexo,Aguaruna (Awajun),Jíbaro,ORASI,Chirinos
-78.73852,-4.96359,Nuevo Kunchín,Anexo,Aguaruna (Awajun),Jíbaro,ORASI,Chirinos
-78.72459,-4.95169,Suwa,Anexo,Aguaruna (Awajun),Jíbaro,ORASI,Chirinos
-78.71486,-4.93635,Valencia,Anexo,Aguaruna (Awajun),Jíbaro,ORASI,Chirinos
-78.47605,-5.34566,Tayu,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.48698,-5.23787,Shaim,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.25332,-4.93951,Achu,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.15649,-4.80285,Kayamas Wee,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-78.18815,-4.84123,Wawik (Nuevo Belén),Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.19547,-4.82632,Wawik Chapi,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.19799,-4.8081,Centro Wawik,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.17135,-4.85685,Cochaverde,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.18418,-4.76022,San Pablo,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.43651,-5.26424,Alto Numpatkaim,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.3682,-4.78505,Wee,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.321,-5.13771,Nazareth,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.36338,-5.16821,San Ramón,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.12979,-4.97993,La Tuna,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-78.16273,-4.995,Alto Bichanak,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.28265,-5.15323,Wachapea,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.28489,-5.17101,Pakun,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.19837,-5.15863,Tsegken,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.24027,-5.15258,Nujagkim,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.26821,-5.14642,Tsagentsa,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.15697,-5.17498,Umpunchig,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.23655,-5.14642,Wawaim,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.21481,-5.12789,Umukai,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.27077,-5.11411,Sawientsa Bichanak,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.3422,-5.08047,Uyaientsa,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.33124,-5.05199,Maracana,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.12177,-5.22034,Kusuim,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.28816,-5.31699,Chayu Atunsamu,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.34008,-5.31304,Alto Wawas,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-78.33178,-5.23278,Jayais,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.35539,-5.23689,Chinim,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.29312,-5.31036,Sukutin,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.35046,-5.27353,Wichim,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.25596,-5.235,Uyu Entsa,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.34634,-5.22481,Wawas,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.14817,-5.19405,Shimpuents - Bakants,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.13544,-5.20506,Bakants,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.15716,-5.18809,Chigkanas,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.13877,-5.15114,Ankuship,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.26589,-5.2098,Pacuy,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.27728,-5.19877,Umukai,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.27874,-5.19198,Yangunga,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.25366,-5.21717,Numpatkaim,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.25567,-5.22959,Nayumpín,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.24935,-5.24369,Teesh,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.32429,-5.20423,Shushug,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.32958,-5.22748,Pakisha,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.31271,-5.20151,Meente,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.31798,-5.24385,Boca de Lobo,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.29307,-5.33253,Tuntuam,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-78.28181,-5.31393,Sawientsa,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-78.37905,-5.18968,Yupicusa,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.38265,-5.18027,Samarén,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.35752,-5.09238,Winchu Temashnum,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.35136,-5.15642,San Rafael,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.35433,-5.07252,Kusu Chapi,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.33808,-5.05331,Yamayakat,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.37146,-5.02815,Putuim,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.33802,-5.02861,Duship,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.33416,-5.01838,Bukuig,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.32857,-4.96464,Nuevo Samaria,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.34012,-4.9835,Nuevo Salem,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.338,-4.93837,Wajuyat,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.3438,-4.94508,Kampaentsa,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.32519,-4.91477,Shushui,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.33945,-4.93729,Pumpu,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.32356,-4.85286,Numpatkaim,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.30359,-4.81253,Nueva Jerusalén,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.31327,-4.86524,Shijap,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.29087,-4.79562,Chipe Cuzu,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.28654,-4.79939,San Mateo,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.31939,-4.77368,Listra,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.29846,-4.8095,Emat,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.31546,-4.78224,Kusu,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.29674,-4.80332,Porvenir,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.29632,-4.78144,Umukai,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.18862,-4.6968,Chikais,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.1778,-4.72858,Jempes,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.15399,-4.64816,Nueva Vida,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.1726,-4.72016,Inayua - Marañón,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.1974,-4.93938,Bichanak,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.59139,-4.66255,Alto Tuntus,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.50042,-4.9229,Tuyankuwas (Sijiak),Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.5223,-4.86817,Wayampiak,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.52119,-4.77016,Chija,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.59515,-4.8534,Kucha,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.54532,-4.72691,Bajo Tuntus,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.53718,-4.94358,Yanat,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.51556,-4.89377,Tunin,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.50414,-4.89372,Pacui,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.42794,-5.04183,Kunchín,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.44158,-5.02403,Kusu Kunchín,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.43209,-5.06075,Sukutin,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.39015,-4.99681,Huantsa,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.57857,-5.09724,Wampintsa,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.42116,-5.04492,Alto Shimutas,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.43961,-5.08086,Pantsam,Anexo,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.30021,-5.0762,Cuzu Chico,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.31392,-5.07919,Chinim,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.45444,-5.33729,Tutumberos,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.44101,-5.26242,Najem,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.45141,-5.20811,Paik,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.28439,-5.13944,La Curva,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.45351,-5.38888,Tsuntsuntsa,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.33238,-4.98053,Uut,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.04261,-5.44726,Chayuyaku,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.2657,-5.05231,Saunak,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-78.44435,-5.4273,Reserva Aguaruna Ujucam Aramango,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-77.9924,-4.4072,Kusumatak,Anexo,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.97528,-4.45784,Datementsa,Anexo,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.9626,-4.46898,Yumigkus,Anexo,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.95686,-4.4705,Inayuam,Principal,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.94784,-4.51809,Pumpushak,Principal,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.90411,-4.53568,Kuith,Principal,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.94805,-4.50171,Alto Kuith,Anexo,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.92762,-4.52653,Barranquita,Anexo,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.95579,-4.47127,La Tuna Alianza,Anexo,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.88636,-4.54473,José Taijín,Anexo,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.80348,-4.50134,Kashap,Principal,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.81426,-4.57301,Pajacusa,Principal,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.86826,-4.55739,Pujupat,Principal,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-77.99778,-4.67007,Yawawa,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.98512,-4.61155,Nueva Esperanza,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.95444,-4.60638,Nueva Palestina,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.97133,-4.62244,Chingamar,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.92683,-4.61559,Ebrón,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.93586,-4.57278,Kawit,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.89829,-4.56567,Canampa,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.93009,-4.5711,Alto Canampa,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.73941,-4.61176,Alto Pajakus,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.73592,-4.55174,Nueva Creación Chapiza,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.72133,-4.61,Alto Pupuntas,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.7917,-4.53001,Shimpu,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.78718,-4.47676,Adsacusa,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.76926,-4.49338,Santa Rosa,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.70455,-4.46798,Wajai,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.7205,-4.52493,Bashutak,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.70782,-4.51033,Sanchum,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.67812,-4.48234,Bajo Pupuntas,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.63537,-4.44151,Tsamajaín,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.00362,-4.43808,Kachi,Principal,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-78.00252,-4.43961,Saasa,Principal,Aguaruna (Awajun),Jíbaro,FAD,Marañón
-78.08221,-4.67,Ajachín,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.08085,-4.68659,Huaracayo,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.03775,-4.66307,Yamakentza,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.0592,-4.71761,Urakuza,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.10591,-4.73864,Kayanst,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.03004,-4.68014,Tunants,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.03411,-4.65562,Napuruk,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.01937,-4.65515,Nuevo Progreso,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.00162,-4.65194,Tampe,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-78.00256,-4.62325,Nuevo Belén,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.67521,-4.37566,San Juan,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.69426,-4.3587,Gereza,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.66395,-4.33026,Pumpuna Entsa,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.69807,-4.34441,San Rafael,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.72103,-4.32563,Santa Rosa,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.74373,-4.28499,Isla Grande,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.8938,-4.32271,Sawi Entsa,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.86125,-4.27933,Kagkas,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.72418,-4.24171,Belén,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.763,-4.22379,Kayamas,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.7817,-4.22102,Kunkukim,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.84439,-4.19945,Yujagkim,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.7073,-4.17923,Fortaleza,Principal,Aguaruna (Awajun),Jíbaro,FECOHRSA,Marañón
-77.70868,-4.16123,Guayabal,Principal,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.72702,-4.0975,Shebonal,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.73682,-4.0959,Kamit Entsa,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.75728,-4.05829,Yutupis,Principal,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.85192,-4.05015,Nueva Jerusalén,Principal,Aguaruna (Awajun),Jíbaro,OCCAAM,Marañón
-77.8624,-4.04761,Alto Yutupis,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.80028,-4.02085,Achu,Anexo,Aguaruna (Awajun),Jíbaro,CAH,Marañón
-77.77614,-4.02559,Shiringa,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.76391,-4.01649,Puerto Galilea,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.7424,-3.98425,Guabal,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.60604,-3.98148,Kusuim,Principal,Huambisa (Wampis),Jíbaro,FECOHRSA,Marañón
-77.75347,-3.94223,Villa Gonzalo,Principal,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.71645,-3.91437,Catarpiza,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.74992,-3.92278,Boca Chinganaza,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.84819,-3.92676,Aintam,Principal,Huambisa (Wampis),Jíbaro,FECOHRSA,Marañón
-77.71334,-3.88626,Chosica,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.74235,-3.83039,Pampaentsa,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.73402,-3.78356,Nueva Esperanza,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.70917,-3.72485,Chapiza,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.75353,-3.72899,Alianza Progreso,Principal,Huambisa (Wampis),Jíbaro,CAH,Marañón
-78.06014,-3.76576,Kunt Entsa,Principal,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.74537,-3.6833,Ajachim,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.7583,-3.67903,Nauta,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.82869,-3.65864,Varadero,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.91096,-3.65234,Pantsa,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.96037,-3.6719,Muwaim,Principal,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.76829,-3.63985,Ayambis,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.75473,-3.6115,Palometa,Anexo,Huambisa (Wampis),Jíbaro,FECOHRSA,Marañón
-77.76658,-3.57345,Nazareth,Anexo,Huambisa (Wampis),Jíbaro,FECOHRSA,Marañón
-77.78631,-3.56414,Muchinguis,Anexo,Huambisa (Wampis),Jíbaro,FECOHRSA,Marañón
-78.0992,-3.57994,Pashkus,Principal,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.76976,-3.51378,Soledad,Principal,Huambisa (Wampis),Jíbaro,FECOHRSA,Marañón
-77.84806,-3.45826,Candungos,Principal,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.87635,-3.33722,Cucuasa,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.87958,-3.27432,Onanga,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.87474,-3.25517,Ampama,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.84126,-3.23414,Quim,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.81785,-3.2029,Dos de Mayo,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
