lon,lat,nombre,tipo,etnia,familia_ling,federacion,zona
-77.21514,-5.08765,Nueva Esperanza,Anexo,Aguaruna (Awajun),Jíbaro,FECIDIB,Marañón
-77.43038,-5.02067,Nuevo Pongo,Anexo,Aguaruna (Awajun),Jíbaro, ,Marañón
-77.38171,-5.01287,Nuevo Tsamajain,Anexo,Aguaruna (Awajun),Jíbaro, ,Marañón
-76.98125,-4.87605,San Juan de Miraflores - Río Potro,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-77.25331,-5.17295,Nayumpim,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-77.0131,-4.89594,Nuevo Progreso,Principal,Chayahuita (Shawi),Cahuapana,ORIDEP,Marañón
-77.0487,-4.88041,Shapajal,Principal,Aguaruna (Awajun),Jíbaro,ORIDEP,Marañón
-77.34604,-5.12833,Wawajin,Principal,Aguaruna (Awajun),Jíbaro,FECIDIB,Marañón
-77.2503,-5.01284,Copal,Principal,Aguaruna (Awajun),Jíbaro, ,Marañón
-77.43028,-4.9911,Pachacutec,Principal,Aguaruna (Awajun),Jíbaro, ,Marañón
-77.23184,-5.1073,Porvenir,Principal,Aguaruna (Awajun),Jíbaro,FECIDIB,Marañón
-77.64577,-5.21479,Nueva Belice,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Marañón
-76.82672,-5.37529,28 de Julio,Anexo,Chayahuita (Shawi),Cahuapana,ORNASI,Marañón
-76.69858,-5.33781,Centro América,Anexo,Chayahuita (Shawi),Cahuapana,OKAPIASI,Marañón
-76.63724,-5.33276,Nueva Alianza,Anexo,Chayahuita (Shawi),Cahuapana,No Existe,Marañón
-76.72383,-5.33544,Nuevo Belén,Anexo,Chayahuita (Shawi),Cahuapana,OKAPIASI,Marañón
-76.78147,-5.43616,Puerto Libre,Anexo,Chayahuita (Shawi),Cahuapana,FECOSHASI,Marañón
-76.82825,-5.39978,Samaria,Anexo,Chayahuita (Shawi),Cahuapana,ORNASI,Marañón
-76.75112,-5.33377,San Isidro,Anexo,Chayahuita (Shawi),Cahuapana,OKAPIASI,Marañón
-76.74,-5.36212,Santa Clara,Anexo,Chayahuita (Shawi),Cahuapana,FECOSHASI,Marañón
-76.75497,-5.39352,Santa Lucia,Anexo,Chayahuita (Shawi),Cahuapana,FECOSHASI,Marañón
-76.75268,-5.05413,Ungurahui,Anexo,Chayahuita (Shawi),Cahuapana,FECOSHASI,Marañón
-76.69864,-5.33196,Nuevo Perú,Principal,Chayahuita (Shawi),Cahuapana,No Existe,Marañón
-76.64058,-4.88007,Santa Elena,Principal,Chayahuita (Shawi),Cahuapana,No Existe,Marañón
-76.65666,-5.31066,Nuevo Cajamarca,Principal,Chayahuita (Shawi),Cahuapana,No Existe,Marañón
-76.8068,-5.4444,Pueblo Chayahuita,Principal,Chayahuita (Shawi),Cahuapana,FECOSHASI,Marañón
-76.74083,-5.37345,Pistón Benavides,Principal,Chayahuita (Shawi),Cahuapana,FECOSHASI,Marañón
-76.83373,-5.41093,San Ramón de Sinar,Principal,Chayahuita (Shawi),Cahuapana,ORNASI,Marañón
-76.89679,-5.53827,Jordania,Principal,Chayahuita (Shawi),Cahuapana,No Existe,Marañón
-72.65195,-3.38277,Yaguas de Nueva Esperanza de Atún Caño,Principal,Yagua,Peba Yagua,No Existe,Napo
-72.9303,-3.24315,Orejones,Principal,Orejón (Mae Juna),Tucano,FECONAMAY,Napo
-73.06502,-3.36018,Yaguas de Urco Miraño,Principal,Yagua,Peba Yagua,FEPYBABAN,Napo
-73.00374,-3.31782,22 de Noviembre,Principal,"Quechua, Napo (Kichwa)",Quechua,No Existe,Napo
-73.78986,-2.34867,Copal Urco,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONAMNCUA,Napo
-73.85331,-2.316,Nueva Yarina de la Quebrada Copal Yacu,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONAMNCUA,Napo
-74.04998,-2.40113,Quechua de Argentina,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONCU,Napo
-74.11183,-2.36395,San Rafael,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONCU,Napo
-74.15448,-2.34897,Nuevo Libertad,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONCU,Napo
-74.20949,-2.29754,Mucha Vista,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONCU,Napo
-74.16456,-2.31279,Nuevo Israel,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONCU,Napo
-74.26803,-2.29827,Santa María del Curaray,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONAMNCUA,Napo
-74.33426,-2.2901,Nuevo Yarina,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONCU,Napo
-74.41198,-2.29747,Tipishca,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONCU,Napo
-74.46535,-2.27049,Soledad,Principal,"Quechua, Napo (Kichwa)",Quechua,No Existe,Napo
-74.55793,-2.16788,Nuevo Bellavista,Principal,"Quechua, Napo (Kichwa)",Quechua,No Existe,Napo
-74.76154,-2.12937,Bolivar,Principal,"Quechua, Napo (Kichwa)",Quechua,FECONAMN,Napo
-74.82573,-2.09887,Shapajal,Principal,"Quechua, Napo (Kichwa)",Quechua,No Existe,Napo
-74.87113,-2.1215,Buena Vista,Principal,Arabela,Záparo,No Existe,Napo
-74.9131,-2.15565,Flor de Coco,Principal,Arabela,Záparo,No Existe,Napo
-75.01675,-1.84513,Urbina - Río Curaray,Principal,"Quechua, Napo (Kichwa)",Quechua,No Existe,Napo
-74.87286,-6.0695,Trece de Enero,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.14862,-6.24564,Nueva Cajamarca,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-74.98942,-6.61526,Santa Teresa,Principal,Asháninka,Arawak,FECONBU,Ucayali
-75.10842,-6.98374,Nuevo Canchahuaya,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.16952,-6.93565,Nuevo Shetevo,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.20441,-7.03513,Santa Rosa de Pirococha,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.36188,-7.25975,Isolaya,Principal,Piro (Yine),Arawak,FECONBU,Ucayali
-75.27167,-7.2305,Libertad,Principal,Piro (Yine),Arawak,FECONBU,Ucayali
-75.26693,-7.2561,Puerto Adelina,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.08356,-7.26267,Nuevo Milagritos,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.10273,-7.21939,Nuevo Olaya,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.14173,-7.28151,Nuevo San Francisco de Rompeo de Tipishca,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-74.97706,-7.37065,Bellavista,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-74.97184,-7.3723,Canaán,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.04057,-7.39036,Canaán de Chia Tipishca,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-74.93799,-7.46161,Libertador,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-74.93716,-7.41734,Nuevo Sucre,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-74.93612,-7.43651,Santa Clara II,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.177,-7.35882,Suhaya (Golondrina),Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.04211,-7.55891,Cushuscaya,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.00761,-7.69357,Nuevo Galilea,Principal,Shipibo-Conibo,Pano,FECIDPAM,Ucayali
-74.98936,-7.67597,Nuevo Cunshamay,Principal,Shipibo-Conibo,Pano,FECIDPAM,Ucayali
-74.84684,-7.67795,Nuevo San Pablo de Sinuya,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-75.01009,-7.76265,Santa Ana,Principal,Shipibo-Conibo,Pano,FECIDPAM,Ucayali
-74.81032,-7.83152,Alfonso Ugarte,Principal,Shipibo-Conibo,Pano,FECONBU,Ucayali
-74.87414,-7.88368,El Porvenir,Principal,Shipibo-Conibo,Pano,FECIDPAM,Ucayali
-74.79066,-7.86805,Nuevo Loreto,Principal,Shipibo-Conibo,Pano,FECIDPAM,Ucayali
-74.90133,-7.79309,Roaboya,Principal,Shipibo-Conibo,Pano,FECIDPAM,Ucayali
-75.01436,-7.84876,Paococha,Anexo,Shipibo-Conibo,Pano,FECIDPAM,Ucayali
-75.01812,-7.84819,Paoyhan,Principal,Shipibo-Conibo,Pano,FECIDPAM,Ucayali
-75.23131,-7.77755,Nuevo Irasola,Principal,Shipibo-Conibo,Pano,FECONACURPI,Ucayali
-75.37009,-7.84178,San Luis de Charasmana,Principal,Shipibo-Conibo,Pano,FECONACURPI,Ucayali
-75.19111,-7.76329,Santa Rosa del Río Pisqui,Principal,Shipibo-Conibo,Pano,FECONACURPI,Ucayali
-75.3559,-7.83471,Túpac Amaru,Principal,Shipibo-Conibo,Pano,FECONACURPI,Ucayali
-75.31815,-7.79657,Vencedor,Principal,Shipibo-Conibo,Pano,FECONACURPI,Ucayali
-75.15142,-7.72188,Nueve de Octubre,Principal,Shipibo-Conibo,Pano,FECONACURPI,Ucayali
-75.10432,-7.70801,Santa Rosa,Principal,Shipibo-Conibo,Pano,FECONACURPI,Ucayali
-75.11874,-7.69478,Tres Unidos,Principal,Shipibo-Conibo,Pano,FECONACURPI,Ucayali
-75.57244,-7.9595,Manco Capac,Principal,Shipibo-Conibo,Pano,FECONACURPI,Ucayali
-72.96061,-9.45017,Nueva Shahuaya,Principal,Asháninka,Arawak,UCIF,Yurua
-72.9817,-9.41394,Sawawo,Principal,Ashéninka,Arawak,UCIF,Yurua
-73.45704,-3.87326,San Miguel de Jibaro,Principal,Candoshi (Kandozi),Candoshi,No Existe,Nanay
-73.38065,-3.83991,San José de Lupuna,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Nanay
-73.28192,-4.54657,Jerusalen - Río Tahuayo,Principal,Achuar,Jíbaro,No Existe,Ucayali
-72.91042,-4.16796,Rivera Alta,Principal,"Quechua, No Especificado",Quechua,No Existe,Amazonas
-73.7239,-2.66844,Buena Vista II Zona,Principal,Arabela,Záparo,No Existe,Napo
-73.71265,-2.43806,Nueva Almendra,Principal,"Quechua, Napo (Kichwa)",Quechua,No Existe,Napo
-73.8739,-2.43429,Nuevo Progreso de Rango Isla,Principal,"Quechua, Napo (Kichwa)",Quechua,No Existe,Napo
-73.25836,-3.68582,Independencia,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Nanay
-73.26962,-3.68962,Milagro,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Nanay
-73.12417,-2.01644,Nueva Venecia - Río Putumayo,Principal,"Quechua, No Especificado",Quechua,No Existe,Putumayo
-73.28147,-3.70094,Santa Clotilde,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Nanay
-73.25069,-3.69869,Santo Tomas,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Nanay
-77.35151,-5.65883,Cachiyacu,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-76.52051,-5.82667,Achayacu,Principal,Chayahuita (Shawi),Cahuapana,No Existe,Huallaga
-76.48759,-5.87569,Armanayacu,Principal,Chayahuita (Shawi),Cahuapana,No Existe,Huallaga
-76.70186,-5.86594,Bashuim,Principal,Aguaruna (Awajun),Jíbaro,No Existe,Huallaga
-76.71827,-5.65026,Florida,Principal,Chayahuita (Shawi),Cahuapana,No Existe,Huallaga
-75.82039,-4.79079,6 de Julio,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Huallaga
-73.85856,-4.54075,23 de Junio,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-75.16154,-4.4594,28 de Julio,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.27582,-5.85294,28 de Julio - Río Juanache,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Ucayali
-73.79788,-4.56779,Acción Popular,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.1369,-4.49591,Alianza,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.4632,-4.43295,Amazonas,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.10691,-4.51397,Bagazán San Pedro de Tipishca,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.48482,-4.40441,Betsaida,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Amazonas
-74.07889,-4.55916,Dos de Mayo de San Pablo de Tipishca,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.37668,-3.95573,El Cerro,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Tigre
-74.10516,-4.49587,Esparta,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.8324,-4.57689,Gran Punta,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.74074,-4.57673,José Olaya,Principal,Cocama-Cocamilla (Kukama-Kukamiria),No Aplicable,No Existe,Marañón
-73.48882,-4.46494,Las Malvinas,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.59387,-5.80803,Las Malvinas del Río Ucayali,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Ucayali
-73.71873,-4.5767,Las Palmas,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.15505,-4.47784,Libertad de Choroyacu,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.12227,-4.48685,Lisboa,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.81361,-4.55877,Nueva Vida,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.68931,-4.5676,Nueve de Octubre Río Marañón,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.0483,-4.4958,Nuevo Miraflores,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.46948,-4.34107,Nuevo Mundo,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.97429,-4.47761,Pampa Caño,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.76959,-4.60392,Peña Negra,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.21892,-4.58646,Puerto Auxilio,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.07695,-4.47775,Puerto Orlando,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.84792,-4.58596,Puerto Perú,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.87104,-4.53173,San Jacinto,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.73435,-4.57672,San Jorge,Principal,Cocama-Cocamilla (Kukama-Kukamiria),No Aplicable,No Existe,Marañón
-73.62334,-4.55843,San José de Sarapanga,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.2374,-4.60457,San Juan de Lagunillas,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.45795,-4.32296,San Juan de Puritania,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.1651,-4.50499,San Martín del Marañón,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.81789,-4.61305,San Pedro de Tipishca I Zona,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.47519,-4.36822,San Rafael de Tapirillo,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.10096,-4.51396,San Ramón,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.6556,-4.55849,Santa Rita de Florida,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.03795,-4.48674,Solterito,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.10109,-4.55014,Sucre de San Pablo de Tipishca,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.6724,-4.55852,Villa Lucerna,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.9223,-4.49562,Villa Monte Alegre,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.78612,-4.56777,Villa Nuevo Cruzadores,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-73.47239,-4.35012,Villa Puerto Cruz,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.24698,-4.57745,Nueva Santa Rosa,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Marañón
-74.22012,-4.60456,Puerto América,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Samiria
-75.68916,-2.54796,25 de Diciembre,Principal,"Quechua, No Especificado",Quechua,No Existe,Tigre
-74.35562,-3.89016,Betania,Principal,"Quechua, No Especificado",Quechua,No Existe,Tigre
-75.81768,-2.46528,Intuto,Principal,"Quechua, No Especificado",Quechua,No Existe,Tigre
-74.21796,-4.56072,Nuevo Firmeza,Principal,"Quechua, No Especificado",Quechua,No Existe,Tigre
-74.3245,-3.84478,Nuevo Manchuria,Principal,"Quechua, No Especificado",Quechua,No Existe,Tigre
-75.33714,-2.92254,Nuevo Remanente,Principal,"Quechua, No Especificado",Quechua,No Existe,Tigre
-75.58282,-2.60704,Santa Fé,Principal,"Quechua, No Especificado",Quechua,No Existe,Tigre
-74.75511,-3.49219,Santa María de Providencia,Principal,"Quechua, No Especificado",Quechua,No Existe,Tigre
-75.48045,-3.38731,Nueva Vida,Principal,Achuar,Jíbaro,No Existe,Corrientes
-75.62908,-3.33004,Nuevo Progreso,Principal,Urarina,Shimaco,No Existe,Corrientes
-74.74063,-3.79904,Nuevo San Martín,Principal,Achuar,Jíbaro,No Existe,Corrientes
-75.63821,-3.24334,Nuevo Santa Clara,Principal,Achuar,Jíbaro,No Existe,Corrientes
-77.47036,-5.69727,Alto Mayo,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.4227,-5.68289,Huasta,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.39719,-5.68124,Samik,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.52025,-5.68791,Valles,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.28863,-5.67931,Tiwiyacu,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.37175,-5.81718,Bajo Naranjillo,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.26564,-5.77519,Cocamilla,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.41993,-5.76852,Kunchum,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.30086,-5.83025,Sector Río Soritor,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.36228,-5.75357,Tumbaro,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.41087,-5.81257,Alto Naranjillo,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.31336,-5.75206,El Dorado,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.39194,-5.79914,Shampuyacu,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.17001,-5.85648,Canal,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.10618,-5.79617,Kugkug Entsa,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-76.99828,-5.80368,Nueva Vida,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.06755,-5.85569,Nuevo Progreso,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.02128,-5.80018,Selva Paraiso,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.20956,-5.84438,Shinkat,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.08725,-5.85427,Sinchi Roca,Anexo,Aguaruna (Awajun),Jíbaro,ORDISAM,Alto Mayo
-77.18482,-5.83009,Huascayacu,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.0502,-5.72293,Kusu,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-76.92213,-5.78705,Nueva Jerusalén,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-76.90386,-5.8868,Nuevo Chayu,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.09078,-5.85305,San Rafael,Principal,Aguaruna (Awajun),Jíbaro,ORDISAM,Alto Mayo
-77.09678,-5.84249,Shimpiyacu,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-76.93731,-5.88446,Yarau,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-77.02007,-5.83095,Morroyacu,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-76.96976,-5.90841,Shama,Anexo,Aguaruna (Awajun),Jíbaro,FERIAAM,Alto Mayo
-76.09083,-6.64898,Allima Sachayok Siyambayoc Pampa,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIQUECHA,Huallaga
-76.09293,-6.57313,Tununtunumba,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-75.91311,-6.50987,Pongo del Huallaga,Principal,"Quechua, Lamas (Kichwa)",Quechua,No Existe,Huallaga
-76.0685,-6.56079,Sinchi Runa de Llucanayacu,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIQUECHA,Huallaga
-76.02762,-6.56727,Túpac Amaru,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIQUECHA,Huallaga
-75.94624,-6.55553,Chipeza,Principal,No Existe,Quechua,No Existe,Huallaga
-76.80987,-6.47994,Puka Rumi,Principal,"Quechua, Lamas (Kichwa)",Quechua,FECONAKID,Huallaga
-75.6981,-6.31706,Reforma Llakta,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-75.92627,-6.53759,Ricardo Palma,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-75.70505,-6.33422,San Pablo de Tipishca,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-76.05594,-6.56471,Quechua de Shilcayo,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-76.5784,-6.73701,Santa Elena,Principal,"Quechua, Lamas (Kichwa)",Quechua,FECONAKID,Huallaga
-76.07429,-6.56679,Canayo,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIQUECHA,Huallaga
-76.74384,-6.66564,Misquiyacu,Principal,"Quechua, Lamas (Kichwa)",Quechua,FECONAKID,Huallaga
-75.97521,-6.44154,Ankash Yaku de Achinamisa,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-75.77702,-6.24619,Atún Mayo Puerto Mercedes,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-75.91893,-6.57203,Callanayacu,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-76.53639,-6.80101,Dos de Mayo,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEKIHD,Huallaga
-76.73707,-6.58162,Ishichihui,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEKIHD,Huallaga
-76.68403,-6.61429,Las Palmeras,Principal,"Quechua, Lamas (Kichwa)",Quechua,FECONAKID,Huallaga
-76.72843,-6.65159,Nauta,Principal,"Quechua, Lamas (Kichwa)",Quechua,CEPKA,Huallaga
-76.59422,-6.71137,Machupicchu,Principal,"Quechua, Lamas (Kichwa)",Quechua,FECONAKID,Huallaga
-76.48696,-6.82667,San Juan de Miraflores,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEKIHD,Huallaga
-75.7003,-6.17661,Santa Sofía,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-75.5929,-6.66411,Santa Rosillo de Yanayacu,Principal,"Quechua, Lamas (Kichwa)",Quechua,No Existe,Huallaga
-76.62398,-6.67561,Santa Martha,Principal,"Quechua, Lamas (Kichwa)",Quechua,FECONAKID,Huallaga
-76.6142,-6.62098,Shucshuyacu,Principal,"Quechua, Lamas (Kichwa)",Quechua,FECONAKID,Huallaga
-76.59449,-6.73695,Barranquita,Principal,"Quechua, Lamas (Kichwa)",Quechua,FECONAKID,Huallaga
-76.76738,-6.58763,Yaku Shutuna Rumi,Principal,"Quechua, Lamas (Kichwa)",Quechua,FECONAKID,Huallaga
-76.50191,-6.81832,Yaku Sisa,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEKIHD,Huallaga
-76.08615,-6.57783,Mushuck Llacta de Chipaota,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEPIKBHSAM,Huallaga
-76.72405,-6.65048,Cesar Vallejo,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEKIHD,Huallaga
-76.72911,-6.61296,Santa Cruz,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEKIHD,Huallaga
-76.71906,-6.65006,Miraflores Nauta,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEKIHD,Huallaga
-76.74343,-6.64188,Nuevo Arica de Kachiyacu,Principal,"Quechua, Lamas (Kichwa)",Quechua,FEKIHD,Huallaga
-75.79553,-6.52973,Anak Kurutuyacu,Principal,"Quechua, Lamas (Kichwa)",Quechua,No Existe,Huallaga
-76.62737,-6.34935,Churuzapa,Principal,"Quechua, Lamas (Kichwa)",Quechua,No Existe,Huallaga
-76.53952,-6.44844,Alto Churu Yaku Molosho,Principal,"Quechua, Lamas (Kichwa)",Quechua,CEPKA,Huallaga
-76.57133,-6.42805,Alto Pucallpillo,Principal,"Quechua, Lamas (Kichwa)",Quechua,CEPKA,Huallaga
