lon,lat,nombre
-77.40535,-8.65461,Ocopon
-73.55333,-13.71957,Mollepata
-77.45678,-8.6583,Socosbamba
-71.24935,-14.18586,Ccanccahua
-76.57426,-11.29159,Pirca
-69.09298,-16.3153,Santa Rosa de Pichicho
-69.89087,-15.09899,Alto Trapiche
-69.98721,-14.96184,Esquina Pata
-79.36941,-7.19046,Chepen
-75.34544,-11.97771,Vicso
-70.31047,-15.15472,Chicchipani
-72.06809,-14.67839,Vista Alegre de Santiago y Anexo Corazon
-70.95906,-13.58342,No se sabe
-76.46638,-13.03643,Cerro Azul
-70.26119,-17.32795,Quilahuani
-69.71212,-14.63248,Chuquine y Anexos  Condorumaña y Jilokara Collpa
-69.9138,-15.17719,Caminacoya
-71.81961,-14.74287,Cangalle
-77.73814,-7.59468,La Victoria
-71.27548,-14.22615,Lari
-71.76927,-13.96013,Pillpinto
-69.69436,-16.18632,Chingani
-72.00883,-14.24427,Charamuray
-77.89486,-8.97175,Francisco Bolognesi de Ancoraca
-77.41169,-8.82756,Virgen de la Candelaria
-74.56901,-15.25004,Otapara
-71.70148,-14.89496,Tahuapalcca
-71.4977,-13.98545,Chuquicahuana
-78.25637,-8.8724,Lacramarca
-69.95262,-15.13119,Alto Parque
-76.88251,-9.89883,Santa Rosa de Yaruwilca
-71.20875,-14.16133,Santa Barbara
-69.97795,-15.1183,Santa Cruz de Chacapunta
-74.88906,-12.56766,Chunca Jatuspata Lirio Auquis Atayllama
-71.53518,-13.85986,Antisuyo
-72.02584,-13.71113,Molle Molle
-69.93936,-15.14223,Alto Escantapi
-73.00005,-15.73206,Ispacas
-71.46312,-15.17341,Ccota Ccota
-72.7338,-13.79354,Kishuara
-72.28274,-13.53757,Pantipata
-71.7828,-15.59693,Lari
-71.41202,-14.15333,Tinta
-76.23347,-11.97702,Lupo
-76.38026,-10.78319,San Pedro de Racco
-76.74551,-9.46822,San Antonio
-74.31047,-13.16476,Cedro
-74.10754,-13.21829,Santa Cruz de Ccechcca
-73.14841,-13.6021,Belen Anta
-78.00374,-9.14053,Mateo Rivera
-74.22008,-13.63732,Unya
-72.55766,-15.74514,Piscopampa
-77.81542,-9.50613,Pam Pan
-71.66882,-13.53579,Pitucancha
-76.62279,-11.49702,Pariamarca
-71.92119,-13.94347,Ppoccorhuay
-77.76042,-5.91356,Chisquilla
-69.45185,-15.15016,Yaputira
-73.78475,-3.93648,Diamante Azul
-78.43531,-9.27391,Huambacho
-76.4355,-10.20644,Liberacion de Yauran
-76.62742,-9.8886,Chacabamba
-72.06853,-13.35871,Racchi Ayllo
-71.10141,-14.28225,Condorsencca
-72.02454,-14.37176,Ahuichanta Huisuray
-71.6337,-13.90712,Sangarara
-76.77473,-10.99286,Mayobamba
-78.63136,-6.9624,Morohuisha Lote Cuarenta y Tres
-70.23924,-14.47022,Yaurifina Catuyo Chico
-69.25082,-16.38632,Tuquina
-77.64069,-9.23354,Jose Carlos Mariategui
-70.32256,-15.02424,Osocco
-70.68326,-14.97023,Umasi
-75.075,-12.57335,Zunepampa
-71.92049,-13.62233,Itunca
-79.82767,-4.65602,Cuchinday
-70.7751,-16.77003,Yaragua
-74.17258,-12.78304,San Francisco de Asis
-75.67686,-12.16476,Tomas
-70.10429,-15.76273,Cueva
-71.83512,-13.78646,Sutec
-71.8352,-13.85951,Araypallpa
-75.0905,-12.20184,Jatun Suclla
-72.87066,-13.73701,Cruz Pata
-76.81869,-9.79715,Cochabamba
-79.67292,-4.6911,Cujaca
-71.33561,-14.37936,Conde Viluyo
-78.19546,-8.1761,Victor Raul Haya de la Torre
-79.6142,-4.9938,Cumbicus
-70.82411,-16.38429,Escacha
-78.4522,-8.05806,Solidaridad Campesina
-76.1426,-11.97993,Carhuapampa
-74.63722,-12.08503,Socos
-69.89778,-15.49681,Escallani
-76.30345,-11.85123,Viso
-76.36363,-12.16784,Escomarca
-76.43914,-10.82025,Ucrucancha
-77.59537,-7.76531,Leoncio Prado
-70.44814,-15.10252,Pucarayllo
-76.40226,-9.97302,Juan Velasco Alvarado de Antil
-75.22269,-12.70611,San Miguel
-76.49398,-12.06181,Espiritu Santo
-70.00174,-15.20723,Carigueta
-75.88528,-12.06706,Vilca
-69.48311,-16.36244,Pasiri
-75.9417,-13.10755,Chavin
-79.6456,-5.54335,Chalpa Molulo
-77.80783,-8.88979,Hualcayan
-81.08507,-4.88838,Miramar
-76.25826,-10.4137,Pallanchacra
-71.96673,-13.32319,Mitmac
-79.56213,-5.30327,Andajo
-69.55703,-16.21936,Union Pucara Huallatiri I
-76.29584,-10.88751,Cochamarca
-76.95469,-11.2571,Otec
-72.78451,-15.68345,Huamanmarca Tumpullo Ochuro
-76.72442,-11.49587,Huamantanga
-71.07418,-13.41702,Japu
-71.65366,-13.50773,Quiñer
-69.23649,-16.53776,Huañacaya
-76.43736,-10.10495,San Pedro de Chaulan
-74.9611,-12.79149,Santa Ana
-76.19075,-12.35035,Huampara
-69.21732,-16.56979,Sicuyani
-72.97348,-14.72808,Huanacmarca Alta
-70.17817,-15.04537,Campuco
-73.41777,-13.74511,Soccñacancha
-71.85651,-15.99131,Huanca
-69.64438,-16.12094,Mañazo
-73.4662,-3.86616,San Martin
-77.87271,-9.74214,Huanchai
-69.94363,-15.36653,Huancollusco
-76.78103,-11.39536,Huandaro
-77.20069,-10.43566,Huanri
-76.92707,-9.15818,Uco
-73.09715,-3.88645,Libertad Aucayo
-73.90329,-14.96827,Para
-75.6064,-11.35866,Huaylahuichan
-74.21091,-13.13761,Totora
-71.63178,-13.77708,Occoran
-76.08045,-10.16077,Maraypata
-71.3886,-14.26852,Llallapara
-73.95299,-3.79924,Puca Urco
-80.10345,-4.75673,La Menta
-70.54014,-14.08264,Tupac Amaru
-72.04161,-15.56217,Llanca
-76.50429,-10.58954,Huaylasjirca
-76.13384,-10.32708,Matihuaca
-69.94549,-15.51263,Collana Logera
-76.91757,-9.26587,Contan
-77.18198,-10.30699,Llaclla
-74.14098,-13.42053,Quishuarcancha
-77.66432,-9.15135,Los Vencedores
-71.85093,-13.69449,Sutec
-75.1502,-4.44778,Tres Fronteras
-71.79659,-13.2977,Huarqui
-71.39118,-13.67277,Patapallpa
-76.7658,-10.65279,Oyon
-71.11331,-16.02449,Condori
-70.53095,-17.02197,Asana
-74.29174,-12.59101,Tambobamba
-73.81101,-5.35382,Los Cuatro Hermanos del Aleman
-72.83571,-13.61961,Asillo
-75.75843,-12.47021,Huantan
-76.41507,-9.75207,Yanapaccha Huajag
-77.5217,-9.50658,Luis M. Sanchez Cerro
-74.23311,-12.82303,Huayllay
-72.36186,-13.47024,Huaman Chacona de San Cristobal de Vilcaconga
-76.08154,-9.87079,San Marcos
-74.55652,-13.84167,Lucanamarca
-72.21691,-13.47631,Tambo Real de Ayllo Mayo
-72.10565,-13.79992,Chocho
-74.15831,-13.51863,Accomayo
-77.20952,-10.49772,Aco de Carhuapampa
-71.89484,-13.34433,Sayhua
-76.95955,-10.3712,Huayllapa
-73.84562,-3.42101,Tres Unidos
-73.40768,-4.10606,San Pedro de Pintuyacu
-73.44342,-3.04064,Esperanza Paleta
-70.18831,-15.78775,Arboleda
-71.81859,-13.96442,Sihuina
-71.46373,-13.2682,Mashuay Ccoricancha
-74.55974,-12.7384,Villa Mantaro
-70.75558,-3.92762,Inti Pacari
-75.01482,-11.65781,Maraynioc
-71.27902,-14.26044,Chihuaco
-69.41634,-14.97725,San Juan Bautista de Chajana
-75.23049,-12.13696,Huayucachi
-76.46027,-11.57855,Huanza
-71.97975,-13.68294,Incacona Ayllo Chifia
-76.42616,-10.85183,Yuraghuanca
-74.19246,-13.11171,Espiritu Santo de Muyurina
-72.11539,-13.34236,Ccollanas
-71.57141,-14.68333,Oqquebamba
-77.87525,-6.16905,Huancas
-69.33855,-15.01104,Progreso Bellapampa Koricancha
-75.2627,-11.95771,Saño
-73.83559,-13.06255,La Merced de Sacharaccay
-73.13144,-13.59465,Yanama
-78.64978,-6.66727,Moran Pata
-71.43322,-13.44253,Umana
-76.99916,-9.47921,Santa Cruz
-76.54161,-9.89094,Quilcayhuarin
-71.83894,-13.30626,Poques - Huama
-73.14216,-3.93218,Gran Peru
-71.40903,-14.66293,Sillota
-78.86552,-7.26254,Huertas
-72.14135,-13.41204,Eqquecco Chacan
-71.66111,-14.467,Huanaco
-76.41226,-10.25651,Colpas
-69.42712,-16.21327,Cruz Pata Tutacani
-79.55207,-4.56941,Huara de Indios y de Veras
-71.43531,-13.72667,Palcca
-74.76555,-12.83624,San Juan de Ccarhuacc
-69.78095,-16.27029,Cutini Pucara y Surpo
-74.33872,-12.79693,Ccasir
-73.66833,-13.6268,Tancayllo
-77.08027,-10.15875,Machcos
-71.1752,-14.08797,Tucsa Ccaccacucho
-79.2483,-5.7739,San Felipe
-76.62695,-9.6856,Rahua Huancachaca
-70.21968,-14.2273,Ajoyani
-73.21841,-13.66133,Rosaspata
-72.19347,-14.13487,Minascucho
-69.67975,-16.09279,Challacollo
-70.32764,-15.85939,Cahualla
-72.11237,-13.37259,Ccollana - Cheqquerec
-72.59366,-3.50971,Nueva Alianza San Pedro Caballocochillo
-71.65684,-13.54591,Pitucancha
-77.48495,-8.63585,Micaela Bastidas
-72.13496,-15.48705,Miña
-74.91379,-13.35861,Ccarhuacc Pampa
-73.96924,-14.41426,Andamarca
-76.98255,-11.07782,Santo Domingo de Apache
-70.19243,-15.1662,Llantapata
-71.64269,-14.58617,Oqquebamba
-77.67722,-7.56267,San Agustin de Chuquique
-70.36999,-14.57011,Millipunco
-71.39941,-14.44446,Orccocca
-76.78047,-10.82195,Curay
-74.53384,-12.80756,San Juan Villarica Ccarabamba
-71.67018,-13.58224,Ccoyaraqui
-72.72345,-3.56281,Libertad Vainilla
-71.4535,-14.13056,Pampamarca Urinsaya
-71.48667,-14.05868,Acopia
-74.16011,-12.82649,San Juan de Parccora
-76.17712,-10.61584,La Quinua
-70.46364,-16.2266,Condorani - Santa Clara
-76.07981,-12.31543,Quinches
-76.22314,-12.374,Quinocay
-71.41798,-14.81092,Huarca
-69.49724,-16.62765,Vilachave
-75.88247,-10.36223,Sunec
-70.39312,-14.7653,San Cristobal de Chana Pampa
-72.06715,-13.83429,Incacona
-72.20262,-13.41922,Urinsaya Collana
-69.86168,-15.94848,Camacani
-71.56522,-14.10746,Huaylluta y Surimana
-74.26287,-13.22481,Quishuarpampa
-76.42404,-10.79848,Cochamarca
-69.09061,-16.32613,Machacmarca
-77.09883,-10.2014,Llamac
-71.93973,-13.65408,Incacona
-69.86961,-16.05378,Huayllahueco Aquechia
-77.38318,-8.6453,Ocopon
-69.72679,-15.91868,Titilaca
-74.77858,-4.51327,Ollanta
-72.0335,-14.60812,Condes y Anexos Anchayaque y Ccollana
-72.18868,-13.50918,Inquilpata
-73.56683,-3.87836,Tres Unidos
-72.35091,-13.46062,Ccasacancha
-70.17884,-15.22443,Santa Fe de Achoj
-72.17644,-12.90562,Otalo
-71.07702,-15.32736,Condoroma
-69.50448,-16.01631,Compacaso
-77.22527,-10.27815,Corpanqui
-72.51918,-13.44409,Ccoyaraqui
-77.62223,-9.19006,Mitimaes
-74.16996,-13.2222,Uchuypampa
-71.65142,-14.20378,Pataqqueña
-77.11453,-10.54742,Huancapon
-72.69934,-15.08393,Pettce
-74.95684,-12.60615,La Union Cachillallas
-69.29699,-16.40866,Huapaca Santiago
-78.89219,-6.71886,Saucepampa
-69.30382,-16.32915,Lampa Grande
-69.21967,-16.34771,Llaquepa
-69.90791,-15.89354,Cusipata
-70.80072,-14.90635,Umacollana
-71.19671,-14.53172,Hilatunga
-76.06255,-12.84101,Picamarán
-69.82022,-15.35207,Jatun Isla Jasana Sacasco
-70.69133,-14.57136,Ñequecota
-76.64639,-9.90167,Shulluyaco
-75.54836,-11.77323,Muquillanqui
-71.08893,-14.23911,Condorsencca
-75.57272,-13.24033,Pichuta
-72.06135,-14.26289,Huaccoto
-76.18689,-10.54277,San Antonio de Malauchaca
-77.61611,-8.59079,Virgen del Socorro
-69.83634,-15.82604,Tacasaya
-71.32809,-14.96839,Huisa
-77.2855,-9.12285,Santiago de Cardon
-70.12426,-15.96474,Camata
-71.27206,-14.80694,Molloccahua
-78.68635,-7.14647,Mishca Chica
-72.1521,-13.40393,Huayllaccocha
-71.43967,-14.74319,Suero y Cama
-79.655,-5.28361,San Francisco Bajo
-71.63913,-13.6155,Coñamuro
-70.09751,-15.04185,Alto Orurillo
-76.45971,-9.91794,Raccha Cedrón
-70.42006,-14.6023,Chilliutira
-70.40207,-14.60326,Apaicachi
-71.02695,-14.31156,Tañihua
-74.03111,-12.94485,Nueve de Octubre
-69.48342,-16.10905,Vilca Maquera
-76.65669,-9.80362,Cochas
-72.17465,-13.43685,Huerta
-76.43789,-10.4466,Mito
-74.99581,-12.55059,Muque
-71.94639,-13.42194,Qquencco
-77.74028,-10.47988,Huaricanga
-73.04464,-14.02892,Pampallacta
-71.37678,-14.48023,Ccollana
-78.48563,-7.39632,Huariguro
-72.01002,-14.09701,Cancahuani
-70.76531,-16.45751,Huarina
-75.07374,-11.64245,Yauringa
-77.26466,-9.14203,Santiago de Cardon
-74.94469,-12.70194,Palca
-76.30235,-12.23001,Huariquiña
-71.35832,-16.64445,Polobaya
-75.02262,-12.78536,Callqui Chico
-73.68047,-3.98145,Santa Maria
-69.21066,-14.44541,Girigachi
-71.53827,-14.12088,Pampahuasi
-75.25261,-13.45248,Santa Rosa de Rumichaca
-70.07574,-16.29117,Huarijuyo
-71.91488,-13.81588,Pirca
-69.78496,-15.9339,Pallalla
-76.65453,-9.62199,Huancan
-69.42912,-14.86335,Quenajani
-69.69387,-15.95672,Surupa
-74.6804,-12.81748,Nuevo Progreso de Laccanccapampa
-70.33222,-14.96529,Corazon de Jesus
-79.18122,-6.53185,Paden Potrerillo
-77.07834,-8.81331,Canchabamba
-78.83079,-6.68668,Yauyucan
-71.47467,-14.00267,Ccayocca
-71.8107,-13.72103,Yarccacunca
-73.08289,-13.65463,Huancarama
-71.17323,-14.39993,Silli
-76.72633,-9.76197,Casacancha
-71.64468,-14.26605,Aucho
-73.77572,-13.68101,Muchcapata
-71.46235,-14.19771,Quecha Quecha
-73.96109,-13.05195,Tupac Amaru
-79.66124,-5.25776,Santa Rosa de Soccha
-76.84952,-9.42529,Punchao
-78.65518,-6.74204,El Tingo
-73.39382,-13.73646,Sucaraylla
-71.76104,-13.34106,Chichicmarca
-77.51722,-8.13579,Jose Maria Arguedas
-75.14712,-12.69065,Tansiri
-74.89939,-12.07441,San Francisco de Pacccha
-77.8357,-7.58346,Señor de los Milagros
-70.15114,-15.25513,Pacaraquin
-74.08687,-12.95399,San Antonio de Huitotoccto
-72.78105,-15.13039,San Jose de Luicho
-73.24495,-13.70987,Cupisa
-78.45978,-7.78069,Sañumas
-72.06231,-14.38655,Idiopa - Ñaupa - Japo Urinsaya
-71.56189,-13.99276,Pomacanchi
-70.96514,-13.59059,Marcapata Collana
-71.4279,-14.19465,Jilayhua
-69.80423,-15.82298,Churo
-74.0585,-13.5511,Yanayacu
-69.82634,-15.79876,Luquina Grande
-70.34212,-15.3341,Sutuca Urinsaya
-70.16147,-15.22354,Occoro
-78.22495,-7.85975,El Milagro
-78.7791,-6.921,Pampa de Cuyoc - La Colpa
-70.44905,-15.18886,Alto Qquepa Ccochapata
-72.3223,-15.29551,Tintaymarca
-79.22631,-6.40969,San Juan de Licupis
-79.28917,-6.40062,Santiago de Cachen
-71.16802,-14.29474,Pumaorcco
-69.69356,-16.12654,Quenafajja
-75.06217,-12.75928,Totoral Chico
-78.6328,-7.15011,Cushunga
-73.50104,-13.73745,Canccayllo
-74.69163,-4.4108,San Roque 7 de Junio
-79.36907,-6.41965,Tocmoche
-69.56197,-16.72528,Providencia
-70.41264,-15.6652,Callapoca
-70.37882,-15.3708,Enrique Torres Belon
-69.48803,-16.04496,Yaja Circatuyo
-78.49198,-8.09699,San Isidro
-78.81288,-6.91361,Pampa de La Calzada
-78.937,-6.95541,Suyto Orco
-72.40396,-14.19574,Cconchaccota
-72.05559,-13.62153,Ccorimarca Quinsacruzniyoc
-71.84902,-13.47871,Qqueccayoc
-74.12547,-12.84261,Uchuraccay
-71.47016,-13.63777,Huayllabamba
-75.44186,-11.84862,Muqui
-70.30557,-16.64673,Aruntaya
-70.61679,-16.87116,Cambrune
-73.59819,-14.81431,Ccalani
-70.72598,-16.09517,Coalaque
-78.1634,-8.18316,Santa Cruz de Huamada
-79.63401,-7.07399,Lagunas
-74.23588,-12.97239,Urocc
-76.15516,-11.82301,Yuracmayo
-75.5441,-11.72683,Acolla
-71.90423,-13.58745,Kircas
-73.12336,-3.88233,Libertad Aucayo
-71.47097,-13.46578,Payajama
-70.66872,-16.69584,Calacoa y Bellavista
-69.76837,-14.64685,Chijos
-71.56416,-13.41153,Inca Paucar
-76.93356,-11.30343,Yungui
-80.49684,-4.97063,Señor Cautivo de Progreso Alto
-72.07792,-13.17088,Cuncani
-69.995,-15.56703,Llachahui
-76.19286,-10.37973,Acobamba
-75.21143,-12.12412,Huamanmarca
-72.37361,-13.77497,Ccarancca
-71.59207,-13.58078,Pumaorcco
-70.78246,-16.15868,Querala
-70.6677,-16.3833,San Miguel de Coroise
-76.14143,-10.58695,Huamanmarca
-70.86524,-16.41577,Tonohaya
-70.64438,-17.11174,Tumilaca - Pocata - Coscore - Tala
-71.90459,-13.40714,Paullo Ayllo
-79.57087,-7.04319,San Francisco de Mocupe
-69.67095,-16.15735,Tres de Mayo de Jarani
-76.27062,-9.89238,Nauyan Rondos
-77.48502,-8.43293,Condor Cerro San Isidro
-71.91342,-13.28488,Vista Alegre de Yanahuaylla
-74.65462,-12.83276,Anccomarca
-71.90154,-13.55183,Picol Orccompucyo
-73.03605,-3.86122,Unión Quebrada Aucayo
-73.37004,-15.06929,San Pedro de Huataca
-74.00877,-14.78963,Santa Cruz
-71.23625,-14.3127,Hercca
-71.61867,-13.98242,Chosecani
-70.22094,-14.74161,Ccaso y su anexo Llancoane Kumi Pata
-74.16042,-13.61737,Mollebamba
-74.99433,-13.37202,Pilpichaca
-69.8154,-15.79138,Karina Luquina Chico
-75.16895,-4.44662,Nuevo Angora
-75.05643,-12.25755,Pazos
-72.13422,-12.86526,Huy Huy
-70.0227,-15.88522,Cancharani
-69.51012,-14.67651,Ananea
-74.31622,-13.06624,Santiago de Pischa
-71.28248,-14.20166,Pampa - Calasaya
-74.10317,-13.09372,San Exaltacion de Colpa
-70.0033,-14.39476,Mercedes
-77.70116,-9.57008,Pira
-72.22416,-13.64233,Huambomayo
-74.15885,-14.19015,Santa Ana
-70.12666,-15.73214,La Union de Colila
-73.86189,-15.00282,Chaviña
-69.60462,-15.99159,Challapujo
-69.86438,-14.20447,Oruro
-72.03903,-14.03506,Huascabamba
-76.60301,-11.68733,Quilcamachay
-70.25077,-15.79235,Agua Buena
-71.80539,-13.37892,Sacaca
-72.2989,-13.47227,Circa Kcacya
-71.49839,-14.25313,Kascani
-75.06915,-6.94127,Nuevo Islas Baño
-70.60514,-14.87209,Ccapac Hanco
-71.5772,-13.58097,Atapata
-72.0239,-13.78482,Percca
-72.90011,-15.58811,Queñuaimarca
-70.67128,-13.51589,Pumachanca
-74.31713,-13.35558,Rosas Pata
-77.34549,-8.76798,Virgen de los Desamparados
-74.08176,-12.91373,San Juan de Churulla
-71.92154,-13.29833,Pampallacta Baja
-76.81196,-9.17226,Yanas
-69.47843,-15.26131,Ñapa
-71.8847,-14.53628,Ccollana
-72.00314,-13.80559,Tucuyachi
-78.53115,-5.41481,La Yunga
-71.24333,-13.9093,Pampachiri
-77.5486,-8.14952,Jose Maria Arguedas
-77.57219,-8.49687,Juan Velasco Alvarado de Chullin
-76.40043,-10.67614,Santa Ana de Pacoyan
-72.85345,-15.20855,Cachana Chaucavilca
-70.21773,-15.29055,Collana San Sebastian
-72.34048,-13.66151,Pantipata
-80.02483,-5.00633,Misquis
-74.33281,-13.28022,San Jose de Mayobamba
-74.93857,-12.62963,Quimina
-77.54478,-8.00981,El Calvario
-69.93881,-16.41058,Pampahui Huencasi Huajaito Jayujayuni
-71.84601,-14.55567,Ccollana
-74.60449,-12.84983,Bellavista
-74.39262,-13.08499,San Pedro de Cachi
-76.91991,-9.91495,Santa Rosa de Yaruwilca
-70.00132,-14.14688,Sallaconi
-78.00267,-7.58366,Llucho
-76.32805,-10.2325,Utcush
-74.69366,-12.72254,Huanaco Pampa
-69.30995,-15.41682,Inca Wisachata Pomaoca
-79.88255,-4.82143,Arrendamientos
-73.90211,-13.70525,Putacca
-70.02785,-15.37882,Icallo
-71.46897,-14.87542,Hatun Ayra Ccollana
-71.54325,-13.79874,Accopata
-77.14808,-10.59491,Caquioc Marcahuaín
-75.348,-12.0154,Llacuas Huachac
-77.15973,-9.59186,San Pedro de Ucana
-71.57309,-13.46367,Pichiuca Ñahuinpucyo
-72.78618,-15.48568,Acchaimarca
-69.31755,-15.30137,Huayrapata
-79.75699,-4.67576,Arreypite y Pingola
-75.1573,-12.57155,Santa Rosa
-76.26785,-10.44948,La Merced de Jarria
-74.97601,-12.08196,San Jose de Trancapampa
-76.49653,-11.53766,Acobamba
-71.73582,-13.58511,Pinagua
-72.01598,-13.50549,Chinchaysuyo
-75.07028,-11.74237,Pusacpampa
-74.50451,-12.61309,Vista Florida
-77.22207,-8.7093,Huachumay
-79.61131,-4.71802,San Bartolomé de los Olleros
-78.2908,-7.18745,Chilacat
-73.1024,-3.81977,Gallito
-69.19901,-14.52931,Saqui Totora
-76.82446,-11.26829,Acos
-77.69145,-8.03491,San Nicolas
-77.07503,-11.10727,Acotama
-70.97219,-16.15034,Quinsachata
-77.03306,-10.4374,La Florida
-75.49128,-11.74769,Paca
-79.38839,-5.85633,Jacapampa Tasajeras
-70.02228,-15.55028,Suchis
-74.56381,-12.55135,San Cristobal de Ccocha
-71.91503,-13.03288,Amparaes
-76.7803,-10.51996,Quichas
-71.37944,-14.34361,Hampatura
-69.63262,-15.01409,San Salvador de Ticani
-69.19211,-16.36685,Tambillo
-74.29672,-13.74425,Tinca
-69.84735,-15.99526,Calala
-71.08893,-14.258,Condorsencca
-77.48192,-8.71882,Chogo
-76.25385,-12.21252,Quiripa
-69.83903,-15.67039,Allan Pucara Jajanra Capano
-70.57096,-14.988,Pacobamba Bajo
-70.64981,-14.97538,Condormilla Alto
-79.62556,-5.8062,Yahuangate Landa
-76.56819,-12.31091,Llanac
-76.73924,-9.43264,Chavín de Pariarca
-76.34511,-10.35707,Antapirca
-76.23112,-12.70478,Tauripampa
-75.02101,-6.91973,Nuevo Encanto de Suni
-70.32704,-14.63657,Union Pacuhuta
-74.98684,-4.43031,Nueva Alianza
-72.57167,-15.60417,Unro
-71.92205,-13.50312,Ayarmaca y Pumamarca
-73.08117,-13.61804,Pacobamba
-70.52453,-16.09526,Sicuani
-71.84395,-14.3008,Sihuincha
-76.42713,-12.15844,Acurana
-76.75169,-9.57439,Palanca
-75.34353,-12.42663,Huasicancha
-75.86716,-12.16435,Vitis
-72.14386,-13.48412,Anansaya Urinsaya Ccollana
-74.19609,-12.61017,Rodeo
-76.82976,-10.73354,Sto. Domingo de Nava
-74.73129,-12.35087,Occoro
-75.44909,-13.46883,Alcas
-71.46086,-13.7301,Huacatinco
-74.64413,-12.46627,San Julian Alto y Tacsana Pampa
-77.46398,-9.62096,Wiracocha
-72.04566,-13.65008,Chanca
-70.14255,-15.25765,San Jose Collpani Ccotos Pampa
-75.14794,-12.13839,Sapallanga
-74.92361,-12.77814,Huayllaracra
-69.58806,-15.01531,Alto Libertad
-70.40344,-14.66749,Colquemarca
-74.60936,-12.84103,Bellavista
-69.44166,-16.19255,Olla
-77.48983,-9.49927,Cuatro Estrellas
-69.34997,-15.48721,Cupisaya
-71.313,-14.49664,Hanansaya Ccollana
-73.39754,-15.31591,Toncio
-78.81398,-5.32872,San Pedro de Perico
-73.70581,-15.10165,Santa Cruz de Chumpi
-78.7416,-6.33958,Pandalle
-71.73232,-13.3135,Ttocra
-70.04155,-15.3614,Isilloa
-70.43953,-17.33602,Toco Grande
-77.21223,-10.25293,Ticllos
-75.90303,-12.73199,Cachuy
-75.31933,-11.87087,Huanchar
-70.69872,-14.91136,Umachiri
-74.80869,-12.13331,Cedro Pampa
-73.94722,-13.06837,Tupac Amaru
-74.01708,-13.26476,San Jose de Parco
-70.10534,-15.11623,Chapani
-77.66849,-8.18946,Animas de Llamara
-70.132,-14.55498,Llacta Choquepiña
-77.90227,-6.60017,Santo Tomas
-70.13282,-15.58505,San Antonio de Chujura
-70.27603,-14.67907,Choquepiña
-72.95852,-13.59015,Juan Velasco Alvarado
-77.37709,-10.06515,Pampas Chico
-71.08778,-16.59071,Amata
-74.45602,-13.35597,Jatumpampa
-70.45594,-16.07305,San José de Cachipascana y Jesus María
-74.2503,-14.54932,Ccontacc
-73.94574,-13.31258,San Pedro de Ccoisa
-70.0735,-13.99839,Ayusuma
-71.54146,-14.32181,Choccayhua
-71.91239,-13.55554,Pillao Matao
-71.38031,-14.20456,Queromarca
-69.84792,-15.95643,Rinconada
-70.05632,-15.00493,Primer Jilahuata
-71.52844,-13.1995,Virgen de la Asunción
-73.36923,-14.86111,Ampi
-70.08752,-15.066,Pantipantine
-71.16209,-14.1323,Irubamba Machaccoyo Occopata
-71.50226,-13.42898,Mollomarca
-74.68871,-12.60061,Alhuara
-72.87583,-15.49736,Ayanca
-77.37622,-9.00632,Jose Carlos Mariategui
-77.64842,-6.12516,Diosan
-79.5335,-4.8631,Yanta
-72.00415,-14.38606,Idiopa - Ñaupa - Japo Urinsaya
-73.8063,-14.44255,Tacalla
-69.59995,-16.11266,Chilacollo
-71.74533,-13.35955,Sipascancha Alta
-70.51541,-14.56504,Santa Cruz de Sincata
-69.79769,-16.00749,Yanamuri
-74.31159,-13.1709,Sapsi
-69.28718,-16.78821,Pilco
-70.87714,-14.93894,Llalli
-75.49252,-11.72299,Chunan
-74.86134,-12.69843,Tres Estrellas
-74.85438,-12.12628,Montecolpa
-74.07018,-13.92048,Hualla
-79.97242,-4.89637,Tupac Amaru de Parihuanas
-74.25163,-13.57777,Chirilla
-69.55871,-16.16878,Colloco Huaychani Totorlaya Tiñuco
-72.01467,-13.9592,Tahuay
-69.56492,-15.17477,Aquirani Calamarca
-76.89584,-9.57736,El Porvenir
-71.46,-14.48012,Consa
-71.61819,-14.21445,Pataqqueña
-74.58204,-12.16275,Uchuysihuis
-71.82569,-13.80208,Valle de Cusibamba
-74.87391,-12.80761,San Antonio de Matipacana
-69.67439,-16.20568,Jachocco
-74.2863,-12.65758,Mosoccllaccta
-70.28059,-15.02874,Pupuja
-71.96778,-13.70318,Ayllo Pachicte o Mollebamba
-74.58342,-12.12098,Bellavista
-75.02301,-12.70729,Ñuñungayocc
-72.22045,-13.46271,San Nicolas de Bari
-74.78251,-12.81699,Condor Huachana
-71.30619,-14.14437,Cuchuma
-70.55195,-14.07748,Huaylluma Ninahuisa
-71.26731,-14.19851,Qqehuar
-71.6318,-14.15759,Aucho
-73.10817,-3.67665,Juan Velasco Alvarado
-70.38858,-14.96221,Puyutira
-77.70579,-8.51429,Luis Pardo de Lachoj
-69.61722,-16.20538,Catamuro Primero
-70.44155,-14.99403,Santa Cruz de Colquejahua
-70.54695,-16.12412,Totorani
-73.88145,-13.66466,Santa Rosa de Huancapuquio
-69.59676,-16.19803,Coraraca
-75.41028,-12.03481,Angasmayo
-70.09974,-15.97541,Inchupalla
-69.67695,-16.14972,Thocori
-76.37213,-10.12477,Oreb de Quepayacan
-72.03492,-14.46538,Pullpure Puente de Coyo I Uscamarca
-72.93877,-15.45847,Yanque
-72.17218,-14.01783,Payancca
-72.23005,-13.51552,Compone
-77.128,-8.7532,San Buenaventura
