lon,lat,nombre,etnia,poblacion,familias,rio
-71.67832,-3.77538,Cóndor,Yagua,290.0,42.0,Río Amazonas
-73.86015,-1.19568,Yabuyanos,"Quechua, No Especificado",69.0,14.0,Quebrada Ferecilla
-74.70719,-3.5872,Nueva Jerusalén,"Quechua, No Especificado",95.0,19.0,Quebrada Sanango
-70.37212,-3.90405,San Miguel,Ticuna,328.0,62.0,Río Amazonas
-78.4732,-4.61489,Shamatak,Aguaruna (Awajun),380.0,92.0,Río Numpatkaim
-78.23789,-3.75443,Wachim,Aguaruna (Awajun),30.0,10.0,Río Cenepa
-73.45128,-10.61245,Ojeayo,Asháninka,220.0,47.0,Río Inuya
-72.76356,-9.77715,San Pablo,Yaminahua,0.0,0.0,Río Yurua
-73.0505,-9.4986,Sawawo - Hito 40,Ashéninka,150.0,27.0,Río Amuya
-73.55956,-2.5451,San Lorenzo,"Quechua, Napo (Kichwa)",250.0,66.0,Río Napo
-73.13371,-2.07219,Soledad,Huitoto,48.0,6.0,Lago Campana
-74.21589,-2.15159,San Carlos,"Quechua, Napo (Kichwa)",502.0,80.0,Quebrada Tarapoto
-73.3963,-3.03333,Huitotos de Negro Urco,"Quechua, Napo (Kichwa)",473.0,94.0,Río Napo
-74.91009,-10.90172,Bajo Aldea Pichanaki,Asháninka,313.0,60.0,Río Perene
-73.28967,-10.7312,Capajeriato,Asháninka,120.0,30.0,Río Urubamba
-72.0269,-2.3961,Esperanza,Huitoto,0.0,0.0,Río Putumayo
-74.7302,-11.00603,Boca del Ipoki,Amuesha (Yánesha),211.0,55.0,Río Perené
-74.51775,-11.21476,Huantashiri,Asháninka,584.0,110.0,Quebrada Huantashari
-74.7631,-1.32556,Yarina Llacta,"Quechua, Napo (Kichwa)",198.0,33.0,Río Napo
-71.64728,-3.80708,Santo Toribio de Mogrovejo,Yagua,292.0,68.0,Quebrada Cochiquina
-72.84988,-3.42769,Las Palmeras,Yagua,190.0,45.0,Río Amazonas
-73.79018,-2.34112,Copal Urco,"Quechua, Napo (Kichwa)",753.0,89.0,Río Napo
-74.63952,-9.87931,Ocho Yernos de Opoquiari,Asháninka,0.0,0.0,Río Anacayali
-75.17307,-10.77477,Alto Yurinaki,Amuesha (Yánesha),544.0,112.0,Río Eneñas
-74.68728,-10.8336,Paratoshari,Asháninka,54.0,10.0,Río Paratoshari
-76.17403,-4.28457,Unión,"Quechua, Pastaza (Kichwa)",180.0,38.0,Río Nucuray
-74.34089,-0.88266,Nueva Angusilla,"Quechua, No Especificado",135.0,24.0,Quebrada Angusilla
-74.66074,-8.2584,Puerto Firmeza,Shipibo-Conibo,385.0,85.0,Lago Yarinacocha
-74.54794,-11.32647,José Gálvez,Asháninka,136.0,30.0,Río Mapariali
-78.32053,-4.36303,Kuyumatak,Aguaruna (Awajun),146.0,29.0,Río Comaina
-74.86925,-10.22307,San Fausto,Asháninka,117.0,29.0,Quebrada Boa
-73.39309,-10.69343,San Francisco o Tzinquiato,Asháninka,150.0,35.0,Río Urubamba
-74.91989,-9.77633,Huacamayo,Amuesha (Yánesha),312.0,62.0,Río Pachitea
-75.03278,-10.89759,Pumpuriani,Asháninka,240.0,67.0,Quebrada Pumpuriani
-74.69109,-1.72886,Campo Serio,"Quechua, Napo (Kichwa)",1150.0,297.0,Quebrada Aushiri
-74.28601,-10.79252,Tarisa,Ashéninka,0.0,0.0,Quebrada Emparinani
-71.87904,-2.39012,La Florida,Huitoto,0.0,0.0,Río Algodón
-74.98194,-10.28471,Santa Isabel,Asháninka,85.0,16.0,Quebrada Chimiriari
-73.89905,-2.33928,San Jorge,"Quechua, Napo (Kichwa)",503.0,107.0,Quebrada Puro Cocha
-75.04187,-10.75838,Carapairo,Asháninka,102.0,23.0,Quebrada Carapairo
-73.17025,-2.27117,San Francisco y Anexo Puerto Alegre,Huitoto,63.0,12.0,Río Ere
-75.77516,-3.14912,Belén,Achuar,258.0,51.0,Quebrada Plantanoyacu
-74.96276,-10.07513,Sargento Lorenz,Asháninka,103.0,17.0,Río Pichis
-73.96408,-2.42203,Diamante Azul,"Quechua, Napo (Kichwa)",439.0,110.0,Río Napo
-73.09384,-2.34561,Santa Lucia,Yagua,54.0,8.0,Río Putumayo
-74.88578,-10.41191,Santa Isidora,Asháninka,131.0,27.0,Río Azupizu
-74.78212,-10.01833,Divisoria,Asháninka,35.0,16.0,Río Apurucayali
-73.14985,-1.93175,San Juan,Bora (Bóóráá),70.0,14.0,Río Putumayo
-74.33793,-8.53116,Santa Isabel de Bahuanisho,Shipibo-Conibo,726.0,139.0,Río Ucayali
-76.75155,-4.21924,Puerto Requena,Candoshi (Kandozi),146.0,25.0,Quebrada Chuinda
-75.02731,-10.86564,Bajo Chirani,Asháninka,156.0,36.0,Río Perene
-74.99415,-10.12464,El Milagro,Asháninka,335.0,68.0,Río Pichis
-75.19911,-10.26992,Alto Iscozacín,Amuesha (Yánesha),222.0,43.0,Río Izcozacín
-73.05342,-2.3869,Flor de Agosto,"Quechua, No Especificado",135.0,27.0,Río Putumayo
-74.63632,-1.42186,Santa María,"Quechua, Napo (Kichwa)",477.0,82.0,Río Napo
-74.74069,-10.42204,Nueva Unión,Asháninka,92.0,21.0,Quebrada Mayenpirini
-75.06339,-10.43715,Santa Rosa de Pichanaz,Amuesha (Yánesha),140.0,26.0,Río Palcazu
-75.13871,-10.88047,Mariscal Cáceres,Amuesha (Yánesha),234.0,47.0,Quebrada Bayoz
-74.80809,-11.16394,Huahuari,Asháninka,96.0,21.0,Río Huahuari
-72.74665,-9.63917,El Dorado,Yaminahua,140.0,20.0,Río Yurua
-74.83151,-11.13086,Jairiquishi,Asháninka,146.0,23.0,Río Ipoki
-74.92076,-10.8623,Huacamayo,Asháninka,196.0,60.0,Río Zutziki
-75.17994,-9.86941,Enoc Flor de un Día,Amuesha (Yánesha),550.0,126.0,Río Palcazu
-74.82344,-3.51884,Alfonso Ugarte,"Quechua, No Especificado",100.0,23.0,Quebrada Intuto
-74.414,-9.47903,Selva,Asháninka,300.0,58.0,Cocha Amaquiria
-74.22371,-8.54658,Santa Elisa,Shipibo-Conibo,420.0,70.0,Río Tamaya
-74.11235,-2.33704,Nuevo Defensor,"Quechua, Napo (Kichwa)",200.0,30.0,Quebrada Gabriel Caño
-74.75758,-11.1439,Shabashipango,Asháninka,88.0,28.0,Río Cheni
-75.04278,-10.77716,Alto Incariado,Asháninka,371.0,88.0,Río Ubiriki
-74.2164,-10.77686,Ponchoni,Ashéninka,140.0,34.0,Quebrada Emparinani
-73.53995,-2.64491,Lagarto Cocha,"Quechua, Napo (Kichwa)",690.0,152.0,Quebrada Ninayacu
-73.7352,-3.57791,Atalaya,Iquito,183.0,34.0,Río Chambira
-78.24752,-3.67595,Wee,Aguaruna (Awajun),30.0,10.0,Río Cenepa
-74.67274,-10.34464,San Alejandro,Asháninka,113.0,22.0,Río Anacayali
-74.40607,-2.2889,Tipishca,"Quechua, Napo (Kichwa)",155.0,30.0,Río Curaray
-73.53867,-2.70412,Pucabarranca,"Quechua, Napo (Kichwa)",220.0,40.0,Quebrada Ninayacu
-74.71842,-10.92678,San José de Anapiari,Asháninka,302.0,54.0,Río Aoti
-74.65267,-1.5852,Camunguy,"Quechua, Napo (Kichwa)",480.0,70.0,Río Napo
-73.78255,-3.70028,San Antonio,Iquito,206.0,45.0,Río Pintuyacu
-70.54404,-12.67704,San José de Karene,Harakmbut,180.0,45.0,Río Colorado
-70.57107,-3.95908,Villa Nueva Esperanza de Caballo Cocha - Sector B,Ticuna,17.0,4.0,Lago Cochita
-74.9692,-10.6515,Santo Domingo de Alto Azupizu,Amuesha (Yánesha),135.0,22.0,Río Azupizu
-71.26696,-3.89386,Nuevo Progreso del Río Amazonas,Ticuna,250.0,37.0,Río Amazonas
-70.09069,-4.11981,San Francisco de Yahuma,Ticuna,120.0,24.0,Quebrada Yahuma
-74.72209,-10.48216,San Carlos de Neguachi,Asháninka,0.0,0.0,No hay datos
-74.92352,-10.92532,Shankivironi,Asháninka,708.0,139.0,Río Perene
-74.78384,-0.29383,Miraflores,"Quechua, No Especificado",121.0,19.0,Río Putumayo
-71.29026,-3.78781,Cajocuma,Ticuna,350.0,90.0,Quebrada Cajocuma
-74.76294,-10.32893,Jordán,Asháninka,201.0,87.0,Quebrada Pocallani
-74.94374,-10.36547,San Juan de Chivis,Asháninka,52.0,12.0,Río Chivis
-72.76888,-3.57244,Yaguas de Catalán,Yagua,0.0,0.0,Quebrada Yanayacu de Vainilla
-71.96253,-2.39451,Esperanza,Huitoto,38.0,10.0,Río Putumayo
-74.55736,-1.95766,Puerto Elvira,"Quechua, Napo (Kichwa)",520.0,72.0,Río Napo
-74.65384,-11.04047,Pitocuna,Amuesha (Yánesha),616.0,105.0,Río Perene
-74.23001,-8.25657,Flor de Ucayali,Shipibo-Conibo,80.0,24.0,Quebrada Utiquinia
-70.22229,-4.12973,Nueva Jerusalén,Ticuna,1290.0,288.0,Quebrada Erene
-76.08041,-4.44713,Nuevo Arica,Candoshi (Kandozi),120.0,26.0,Río Nucuray
-75.00199,-10.29873,Agrupación Bellavista,Asháninka,47.0,10.0,Quebrada Pelmas
-74.74537,-8.08094,Shambo Porvenir,Shipibo-Conibo,680.0,85.0,Río Aguaytía
-74.54817,-1.90873,Loroyacu,"Quechua, Napo (Kichwa)",108.0,17.0,Quebrada Loroyacu
-75.49862,-2.72396,Nuevo Canaán,"Quechua, No Especificado",104.0,19.0,Cocha Lamas Tipishca
-74.78515,-10.65045,Quimpichari,Asháninka,51.0,17.0,Río Piriatencaro
-74.56887,-8.15654,Puerto Aurora,Shipibo-Conibo,13.0,5.0,Río Ucayali
-73.6884,-10.67599,Mapiato,Asháninka,210.0,22.0,Río Urubamba
-74.65908,-8.28154,San Francisco,Shipibo-Conibo,1768.0,438.0,Laguna Yarinacocha
-74.95919,-10.21201,Paujil,Asháninka,141.0,38.0,Río Pichis
-74.58606,-11.33578,Pauriali,Asháninka,133.0,33.0,Quebrada Los Angeles
-74.37929,-10.70499,Shumahuani,Ashéninka,358.0,70.0,Quebrada Quitoni
-74.9106,-10.4828,Puerto Pascuala,Asháninka,70.0,19.0,Río Azupizu
-73.20852,-2.178,Ere,Huitoto,24.0,6.0,Río Putumayo
-74.81227,-10.86582,San Lorenzo de Autiki,Amuesha (Yánesha),253.0,63.0,Río Autiki
-74.71834,-10.25757,Betania,Asháninka,68.0,15.0,Río Anacayali
-73.47674,-2.70665,Morón Isla,"Quechua, Napo (Kichwa)",364.0,53.0,Quebrada Morón
-71.34292,-3.80593,Verbena,Ticuna,150.0,20.0,Cocha Resaca
-70.15802,-4.12058,Yahuma Callaru,Ticuna,400.0,120.0,Río Amazonas
-74.70422,-11.10698,Bajo Capiri,Asháninka,0.0,0.0,Río Capiri
-76.85703,-4.3789,Huambra Cocha,Candoshi (Kandozi),305.0,48.0,Lago Huambra Cocha
-78.47972,-4.25438,Kunchai,Aguaruna (Awajun),111.0,22.0,Quebrada Teesh
-74.4944,-11.14639,Santa Ana Alto Pakichari,Asháninka,57.0,10.0,Río Pakishari
-73.55608,-10.65422,Nuevo Italia,Piro (Yine),0.0,0.0,Río Urubamba
-74.73257,-10.74185,Shimoyani-Kokari,Asháninka,66.0,16.0,Río Shimoyani
-74.27719,-10.7939,Tarisa,Ashéninka,100.0,24.0,Quebrada Emparinani
-74.64661,-9.98166,Platanillo de Getarine,Asháninka,0.0,0.0,Río Apurucayali
-74.5992,-10.94188,Aoti,Asháninka,0.0,0.0,Río Perene
-74.41162,-0.72013,Zambelín de Yaricaya,Secoya,72.0,16.0,Quebrada San Belin De Yaricay
-76.03248,-4.42984,Nueva Alianza de Huacamayo,"Quechua, Pastaza (Kichwa)",50.0,9.0,Quebrada Huacamayo
-70.58611,-3.96603,Villa Nueva Alianza,Ticuna,34.0,7.0,Cocha Chontilla
-74.61622,-7.97615,Nuevo Saposoa,Shipibo-Conibo,260.0,56.0,Quebrada Tacshitea
-75.14729,-3.75849,Nuevo Porvenir,Urarina,220.0,47.0,Quebrada Sungaroyacu
-74.44376,-10.82023,Centro Janteni,Ashéninka,164.0,34.0,Quebrada Choverari
-74.88523,-10.87422,Zotziki Cerro Picaflor Orito,Asháninka,222.0,61.0,Río Perene
-73.18601,-10.6042,Nuevo San Martín,Amahuaca,108.0,24.0,Río Inuya
-74.85123,-1.2263,Pinduyacu,"Quechua, Napo (Kichwa)",507.0,89.0,Río Napo
-75.49676,-9.24116,Puerto Azul,Cacataibo,341.0,74.0,Río Aguaytía
-75.36339,-7.24929,Isolaya,Piro (Yine),66.0,16.0,Quebrada Cushabatay
-74.56572,-10.56619,San Antonio de Ametzironi,Asháninka,34.0,8.0,Río Neguache
-73.44941,-2.5491,Nuevo San Roque,"Quechua, Napo (Kichwa)",165.0,16.0,Río Napo
-75.09827,-10.59107,Puellas Yuncullmas,Amuesha (Yánesha),149.0,31.0,Río Cacazu
-74.1428,-1.03754,Nueva Esperanza y Anexos Nueva Jerusalén y Urco Miraño,"Quechua, No Especificado",301.0,52.0,Quebrada Yubineto
-74.21067,-10.77214,Ponchoni,Ashéninka,0.0,0.0,Quebrada Emparinani
-74.82174,-10.40554,Nevati,Asháninka,346.0,70.0,Río Neguache
-73.60045,-2.52164,Huitotos de Fortaleza,Huitoto,122.0,22.0,Río Napo
-69.91981,-12.62275,Shiringayoc,Ese Eja,64.0,19.0,Quebrada Shiringayoc
-74.66478,-1.86568,Ingano Llacta,"Quechua, Napo (Kichwa)",278.0,35.0,Río Napo
-74.68697,-11.09944,Bajo Capiri,Asháninka,92.0,22.0,Río Capiri
-78.0614,-5.44032,Chayuyaku,Aguaruna (Awajun),22.0,4.0,Quebrada Chayuyacu
-74.28118,-8.39656,Nueva Betania,Shipibo-Conibo,540.0,84.0,Río Ucayali
-72.68248,-2.49224,Mairidicai,Huitoto,21.0,4.0,Quebrada Sabalo
-73.46531,-10.56632,Ojeayo,Asháninka,0.0,0.0,Río Inuya
-75.62738,-3.26941,San José de Nueva Esperanza,Achuar,108.0,23.0,Quebrada Aucayacu
-74.81597,-10.92188,Pampa Julián,Amuesha (Yánesha),180.0,38.0,Río Huachiiqui
-75.77902,-4.01105,Copalillo,Urarina,49.0,13.0,Río Chambira
-74.85865,-11.12381,Yaroni,Asháninka,167.0,32.0,Río Ipoki
-74.92711,-10.41421,San José de Azupizu,Asháninka,497.0,102.0,Río Azupizu
-74.71436,-10.63745,San Carlos de Shimbitachari,Asháninka,150.0,30.0,Río Nazarategui
-74.47297,-2.27048,Soledad,"Quechua, Napo (Kichwa)",231.0,45.0,Río Curaray
-74.68907,-3.51659,Santa Elena,"Quechua, No Especificado",190.0,42.0,Cocha Santa Elena
-78.18514,-4.79316,Wawik (Nuevo Belén),Aguaruna (Awajun),1154.0,236.0,Quebrada Wawik
-72.93888,-2.44153,7 de Mayo y Anexo Bagazán,Huitoto,91.0,17.0,Río Putumayo
-74.56481,-8.06091,Callería,Shipibo-Conibo,330.0,70.0,Río Callería
-73.51925,-2.47733,Nuevo San Antonio de Lancha Poza,"Quechua, Napo (Kichwa)",279.0,51.0,Río Napo
-74.6654,-10.52961,Camisea,Asháninka,38.0,10.0,Río Mentariaro
-75.32189,-10.24504,Nueva Esperanza,Amuesha (Yánesha),229.0,49.0,Río Omaiz
-74.70271,-9.94979,Puerto Davis,Asháninka,145.0,33.0,Río Apurucayali
-74.65015,-8.24923,Puerto Firmeza,Shipibo-Conibo,0.0,0.0,Lago Yarinacocha
-75.8424,-3.97758,San Marcos,Urarina,80.0,20.0,Río Chambira
-74.63265,-11.20058,Río Bertha,Asháninka,0.0,0.0,Río Rio Bertha
-73.17073,-2.16477,Ere,Huitoto,0.0,0.0,Río Putumayo
-73.1676,-10.63505,Nuevo San Martín,Amahuaca,0.0,0.0,Río Inuya
-75.1894,-10.92463,Bajo Esperanza,Amuesha (Yánesha),89.0,23.0,Río Perene
-70.40192,-3.89712,Santa Cecilia,Ticuna,196.0,35.0,Río Amazonas
-74.25582,-10.70911,Bajo Chencoreni,Ashéninka,0.0,0.0,Río Chitane
-74.33487,-10.81583,Tshony,Ashéninka,0.0,0.0,Río Tarisa
-72.89765,-10.56462,San Juan de Inuya,Amahuaca,120.0,20.0,Río Inuya
-74.37403,-8.54982,Santa Isabel de Bahuanisho,Shipibo-Conibo,0.0,0.0,Río Ucayali
-74.80978,-11.08456,San Pablo,Asháninka,349.0,87.0,Río Ipoki
-71.14349,-3.95681,Las Palmeras del Bajo Amazonas,Ticuna,210.0,43.0,Río Amazonas
-74.97588,-10.86721,Santa Rosa de Ubirike,Asháninka,172.0,31.0,Río Perene
-70.54517,-12.88572,Barranco Chico,Harakmbut,68.0,22.0,Río Puquiri
-74.81044,-10.25163,Flor de un Día de Anacayali,Asháninka,76.0,24.0,Río Anacayali
-73.53436,-2.59105,San Juan de Yanayacu,"Quechua, Napo (Kichwa)",430.0,47.0,Río Napo
-72.77483,-3.54806,Yaguas de Catalán,Yagua,137.0,23.0,Quebrada Yanayacu de Vainilla
-77.29177,-5.75363,El Dorado,Aguaruna (Awajun),440.0,90.0,Río Mayo
-69.45576,-12.5814,San Jacinto,Shipibo-Conibo,228.0,58.0,Río Madre de Dios
-75.0627,-9.87606,Hanswald,Amuesha (Yánesha),163.0,30.0,Río Palcazu
-74.6924,-8.34717,Santa Teresita,Shipibo-Conibo,300.0,45.0,Laguna Cashibococha
-74.91869,-10.14514,Amanbay,Asháninka,124.0,31.0,Río Pichis
-71.93668,-3.47731,Palometillo,Yagua,65.0,19.0,Río Palometa
-73.12186,-2.1269,Puerto Limón,Huitoto,53.0,9.0,Lago Campana
-70.46877,-3.90617,Santa Rosa del Caño,Ticuna,120.0,42.0,Río Amazonas
-74.17278,-2.32153,Nuevo Libertad,"Quechua, Napo (Kichwa)",92.0,23.0,Cocha Urco
-74.71029,-10.36453,Loreto,Asháninka,79.0,19.0,Quebrada Mamechado
-73.44464,-10.73412,Taquila,Asháninka,140.0,34.0,Río Urubamba
-75.99132,-4.57737,Progreso de Nucuray,"Quechua, Pastaza (Kichwa)",84.0,20.0,Río Nucuray
-70.27109,-4.05218,Bellavista de Callaru,Ticuna,3780.0,500.0,Quebrada Callaru
-73.20378,-3.21414,Oro Blanco,"Quechua, Napo (Kichwa)",205.0,45.0,Río Napo
-74.919,-10.51801,Septimo Unidos de Santa Fé de Aguachini,Asháninka,909.0,228.0,Río Aguachini
-73.52979,-1.68578,Santa Mercedes,"Quechua, No Especificado",189.0,29.0,Río Putumayo
-73.43801,-10.77484,Inkare,Asháninka,80.0,15.0,Río Urubamba
-75.63151,-3.16644,Santa Rosa,Achuar,97.0,16.0,Río Corrientes
-74.32537,-2.12717,Puerto Aurora,"Quechua, Napo (Kichwa)",139.0,24.0,Río Napo
-72.13113,-3.6142,Nuevo Libertad de Paucarillo,Yagua,65.0,17.0,Río Matahuayo
-73.24781,-1.80958,Puerto Arturo,"Quechua, No Especificado",46.0,9.0,Río Putumayo
-78.42713,-4.12904,Antiguo Kanam,Aguaruna (Awajun),33.0,5.0,Quebrada Kanam
-74.70779,-1.42339,Túpac Amaru,"Quechua, Napo (Kichwa)",89.0,17.0,Río Napo
-74.29937,-10.63859,Chencari,Ashéninka,95.0,25.0,Quebrada Empaniquiari
-78.46883,-4.52883,Pampa-Entsa,Aguaruna (Awajun),480.0,88.0,Río Numpatkaim
-74.3838,-9.20697,Roya,Shipibo-Conibo,450.0,74.0,Cocha Tipishca
-75.3198,-10.77271,Ñagazu,Amuesha (Yánesha),276.0,72.0,Río Ñagazu
-74.43391,-11.13486,Santa Elena,Asháninka,57.0,14.0,Quebrada Agua Clara
-74.81166,-3.68919,San Juan de Pavayacu,"Quechua, No Especificado",317.0,57.0,Quebrada Chingana
-71.04002,-4.05359,San Alberto de Morona,Yagua,240.0,80.0,Río Amazonas
-71.22196,-3.7971,Achual,Yagua,185.0,32.0,Quebrada Cajocuma
-74.81335,-9.88598,Los Siete Hermanos,Asháninka,30.0,9.0,Río Chinchihuani
-74.71074,-2.13568,Bolivar,"Quechua, Napo (Kichwa)",100.0,24.0,Río Curaray
-74.76621,-9.95377,Belén,Asháninka,193.0,45.0,Río Apurucayali
-70.22777,-13.09638,Kotsimba,Pukirieri,82.0,31.0,Río Malinowsky
-74.58478,-11.27134,Santa Barbara de Sanibeni,Asháninka,76.0,22.0,Quebrada Camonashari
-78.05124,-4.73877,Urakuza,Aguaruna (Awajun),0.0,0.0,Río Marañón
-73.7873,-10.9666,Marankiari,Asháninka,228.0,64.0,Quebrada Marankiari
-74.35309,-11.25854,Yorini,Asháninka,43.0,15.0,Río Itzuniari
-74.42527,-11.62018,Cubantia,Nomatsiguenga,535.0,116.0,Río Cubantia
-77.51891,-3.48793,Shinguito,Huambisa (Wampis),155.0,27.0,Río Morona
-77.31766,-3.6222,Inca Roca,Achuar,427.0,63.0,Quebrada Sicuanga
-74.45482,-10.72506,Mapitziviaari,Ashéninka,98.0,25.0,Río Aporoquiari
-74.26944,-10.99394,Centro Selva Quirishari,Ashéninka,116.0,30.0,Quebrada Tempari
-77.99543,-4.62371,Napuruk,Aguaruna (Awajun),1242.0,257.0,Río Marañón
-73.99756,-11.57495,Meteni,Asháninka,0.0,0.0,Río Ene
-74.03489,-10.51031,Sheremashe,Ashéninka,227.0,60.0,Río Ucayali
-74.79862,-9.21503,Santa Teresa,Amuesha (Yánesha),0.0,0.0,Río Pachitea
-73.85331,-11.1737,Camajini,Asháninka,136.0,38.0,Quebrada Mangoreni
-74.75093,-11.21358,Santa Clara,Asháninka,61.0,21.0,Río Santa Clara
-77.903,-4.63605,Ebrón,Aguaruna (Awajun),0.0,0.0,Río Marañón
-78.32729,-4.72065,Chipe Cuzu,Aguaruna (Awajun),0.0,0.0,Río Marañón
-76.35497,-3.41593,Nuevo Soplín,"Quechua, Pastaza (Kichwa)",0.0,0.0,Río Pastaza
-73.76576,-10.59688,Lagarto Millar,Asháninka,124.0,34.0,Quebrada Lagarto
-73.29175,-11.69949,Tangoshiari,Asháninka,452.0,82.0,Río Pagoreni
-74.74999,-9.16139,Nueva Alianza de Baños,Amuesha (Yánesha),131.0,22.0,Quebrada Baños
-77.49221,-4.39497,Chapis y Anexos Nueva Alegría y Ajachim,Aguaruna (Awajun),891.0,205.0,Quebrada Cangaza
-73.85785,-10.90369,Pitsa,Ashéninka,82.0,21.0,Río Pitza
-78.23251,-4.64604,Mamayakim,Aguaruna (Awajun),129.0,23.0,Quebrada Mamayakim
-74.05935,-11.12789,Masaroveni,Asháninka,95.0,20.0,Río Tambo
-78.29974,-4.77517,Chipe Cuzu,Aguaruna (Awajun),2578.0,496.0,Río Marañón
-72.96112,-9.52455,Nueva Shahuaya,Asháninka,150.0,29.0,Río Amuya
-73.46837,-12.55384,Tipeshiari,Machiguenga (Matsigenka),46.0,9.0,Río Mantalo
-73.09959,-11.59851,Carpintero,Machiguenga (Matsigenka),0.0,0.0,Río Urubamba
-73.75442,-12.48493,Sankirosi,Asháninka,352.0,88.0,Río Pichari
-76.54427,-2.73629,Titiyacu,Achuar,170.0,25.0,Quebrada Titiyacu
-77.23131,-4.7756,Setenta Ampliación Sector B,Aguaruna (Awajun),27.0,7.0,Río Apaga
-70.59742,-9.51801,Pozo San Martín,Culina,108.0,20.0,Río Purus
-75.17304,-10.91202,La Esperanza,Asháninka,125.0,29.0,Quebrada Kimariaki
-73.84008,-10.60987,Unión San Francisco,Asháninka,158.0,35.0,Quebrada Agua Negrilla
-73.66956,-10.83418,Chembo,Piro (Yine),505.0,99.0,Quebrada Chembo
-75.02441,-0.98995,Segundo San Juan,"Quechua, Napo (Kichwa)",89.0,12.0,Río Napo
-73.91974,-10.92044,Shimpe,Ashéninka,95.0,27.0,Río Unini
-77.91228,-4.61221,Ebrón,Aguaruna (Awajun),240.0,65.0,Río Marañón
-74.04455,-10.92809,Chincheni,Asháninka,111.0,25.0,Río Unini
-78.08465,-3.5469,Pashkus,Huambisa (Wampis),0.0,0.0,No hay datos
-73.72382,-11.03976,Shevoja,Asháninka,582.0,124.0,Quebrada Shevoja
-78.0246,-4.47075,Kachi,Aguaruna (Awajun),190.0,37.0,Río Domingusa
-73.39959,-12.95517,Compirushiato,Asháninka,48.0,12.0,No hay datos
-78.27875,-5.38278,Tuntuam,Aguaruna (Awajun),0.0,0.0,Quebrada Numpatkaim
-78.22813,-5.28094,Uyu Entsa,Aguaruna (Awajun),74.0,10.0,Río Chiriaco
-77.61289,-3.09672,"San Juan Anexos Santa Cruz, Shapaja, Shinkatam",Huambisa (Wampis),320.0,332.0,Río Morona
-73.89504,-12.43132,Acompikipashiari,Asháninka,28.0,5.0,No hay datos
-73.26626,-11.81744,Kochiri,Machiguenga (Matsigenka),0.0,0.0,Río Pagoreni
-77.94257,-4.561,Kawit,Aguaruna (Awajun),118.0,26.0,Río Marañón
-70.2124,-4.09535,Buen Jardín del Callaru,Ticuna,315.0,78.0,Quebrada Callaru
-78.09324,-4.66311,Ajachín,Aguaruna (Awajun),276.0,64.0,Río Marañón
-77.33624,-5.62671,Cachiyacu,Aguaruna (Awajun),110.0,32.0,Quebrada Cachiyacu
-74.79463,-9.76062,San Luis de Chinchihuani,Asháninka,339.0,105.0,Río Chinchihuani
-73.59858,-10.90748,Chembo,Piro (Yine),0.0,0.0,Quebrada Chembo
-73.23445,-11.73814,Kochiri,Machiguenga (Matsigenka),189.0,38.0,Río Pagoreni
-77.75689,-4.27526,Belén,Aguaruna (Awajun),1540.0,248.0,Río Santiago
-74.99297,-10.99058,San Nicolas de Palma Pampa Alto Pichanaki,Asháninka,142.0,24.0,Río Pucusani
-77.69894,-4.12318,Guayabal,Huambisa (Wampis),396.0,87.0,Río Santiago
-77.80736,-3.17768,Papayacu o San Martín,Huambisa (Wampis),465.0,66.0,Río Santiago
-73.5266,-11.1117,Capitiri,Asháninka,0.0,0.0,Quebrada Capitiri
-74.94508,-8.3779,San José de Tunuya,Asháninka,150.0,40.0,Río Aguaytía
-75.09267,-4.25253,La Petrolera y Anexo Bellavista,Urarina,0.0,0.0,Quebrada Patoyacu
-74.27053,-11.43004,Matzuriniari,Asháninka,136.0,26.0,Río Potzoteni
-72.73072,-12.19663,Sababantiari,Machiguenga (Matsigenka),66.0,13.0,Río Ticumpinia
-71.35109,-3.94239,Yarina,Ticuna,250.0,45.0,Río Amazonas
-70.95905,-10.11979,Gasta Bala,Sharanahua,0.0,0.0,Río Purus
-76.14293,-2.86019,Nueva Jerusalén,Achuar,261.0,34.0,Río Macusari
-74.77853,-10.37388,Santa Isabel,Asháninka,253.0,48.0,Río Neguache
-73.19928,-11.52602,Nuevo Mundo,Machiguenga (Matsigenka),783.0,90.0,Río Urubamba
-70.59664,-3.98158,Villa Nueva Vida,Ticuna,50.0,9.0,Quebrada Agua Blanca
-73.85043,-12.45734,Otari,Asháninka,232.0,58.0,Río Otari
-73.80835,-10.85768,Impamequiari,Asháninka,0.0,0.0,Río Tambo
-78.61519,-5.11231,Wampintsa,Aguaruna (Awajun),105.0,23.0,Río Shimutas
-74.46534,-11.24571,Poshonari-Shejaroteni,Asháninka,0.0,0.0,Río Pangoa
-70.88548,-9.79434,Zapote,Culina,0.0,0.0,Río Purus
-74.27946,-11.18034,Puerto Ocopa,Asháninka,0.0,0.0,No hay datos
-73.77779,-12.32682,Comitarincani,Asháninka,44.0,11.0,No hay datos
-73.31887,-11.49534,Kitepampani,Caquinte,74.0,13.0,Río Ayeni
-77.77448,-4.5444,Shimpu,Aguaruna (Awajun),123.0,25.0,Río Marañón
-73.82729,-10.69991,Santa Rosa de Laulate,Asháninka,127.0,23.0,Río Ucayali
-72.90751,-11.81652,Camisea,Machiguenga (Matsigenka),0.0,0.0,Río Urubamba
