lon,lat,nombre,etnia,poblacion,familias,rio
-78.23876,-4.08824,Sawientsa,Aguaruna (Awajun),0.0,0.0,Río Cenepa
-74.37717,-8.68657,Santa Rosa de Dinamarca,Shipibo-Conibo,664.0,163.0,Quebrada Tahuantinsuyo
-74.15848,-9.43583,San Luis,Shipibo-Conibo,0.0,0.0,Río Ucayali
-70.9924,-10.12257,Gasta Bala,Sharanahua,178.0,35.0,Río Purus
-78.23871,-3.80787,Tunim,Aguaruna (Awajun),34.0,6.0,Río Cenepa
-74.46075,-9.06003,Nuevo Hahuaypa,Shipibo-Conibo,1050.0,194.0,Río Ucayali
-74.07618,-10.25849,Diobamba,Asháninka,305.0,66.0,Quebrada Kapirochonkiari
-74.61712,-9.78487,Puerto Nuevo de Opokiari,Asháninka,0.0,0.0,Río Anacayali
-75.04012,-7.68127,Nuevo Galilea,Shipibo-Conibo,217.0,29.0,Río Ucayali
-74.48438,-9.44038,Juancito,Asháninka,0.0,0.0,Quebrada Sipiria
-74.51185,-8.74249,Vista Alegre de Boca del Pachitea,Shipibo-Conibo,600.0,120.0,Río Ucayali
-76.49934,-6.31792,Aviación,"Quechua, Lamas (Kichwa)",700.0,100.0,Quebrada Shucshuyacu
-76.84572,-6.62237,Copal Sacha,"Quechua, Lamas (Kichwa)",840.0,400.0,Quebrada Chumbakiwi
-74.20956,-4.13317,Santa Emilia,Cocama-Cocamilla (Kukama-Kukamiria),239.0,46.0,Quebrada Nahuapa
-74.56032,-11.42182,Camantaro,Asháninka,203.0,46.0,Río Camantaro
-74.284,-4.00571,Tres Hermanos y Anexos,"Quechua, No Especificado",316.0,55.0,Río Tigre
-73.67453,-9.79938,Flor de Chengari,Asháninka,210.0,46.0,Río Genepanshea
-78.15125,-5.02641,La Tuna,Aguaruna (Awajun),41.0,7.0,Quebrada Changos
-73.72953,-9.48565,Nueva Unión Pierola,Ashéninka,175.0,25.0,Río Sheshea
-74.76511,-10.4545,San Fernando de Machuriani,Asháninka,11.0,2.0,Río Machuriani
-75.12533,-4.38949,San Pedro,Urarina,75.0,17.0,Río Chambira
-74.24263,-8.60652,Nuevo San Rafael,Shipibo-Conibo,0.0,0.0,Río Ucayali
-76.64236,-6.48082,Kachipampa,"Quechua, Lamas (Kichwa)",150.0,30.0,Quebrada Yucrayuc
-78.3161,-5.23056,Shushug,Aguaruna (Awajun),605.0,92.0,Río Shushug
-75.15264,-7.74208,Nueve de Octubre,Shipibo-Conibo,88.0,12.0,Río Pisqui
-74.5141,-9.25865,Atahualpa de Tabacoa,Shipibo-Conibo,0.0,0.0,Quebrada Tabacoa
-74.21063,-8.76507,Puerto Purín,Shipibo-Conibo,125.0,38.0,Río Tamaya
-71.19031,-10.1196,Balta,Cashinahua,197.0,43.0,Río Curanja
-78.24963,-4.94644,Achu,Aguaruna (Awajun),138.0,28.0,Quebrada Saak
-74.5264,-9.06525,Nuevo Hahuaypa,Shipibo-Conibo,0.0,0.0,Río Ucayali
-78.19498,-5.10125,Umukai,Aguaruna (Awajun),73.0,18.0,Quebrada Wawaim
-74.42961,-9.50054,Selva,Asháninka,0.0,0.0,Cocha Amaquiria
-74.12952,-9.57285,Nueva Jerusalén de Sheshea,Shipibo-Conibo,202.0,45.0,Quebrada Tabesha
-75.07455,-9.89768,Unidad Yanesha,Amuesha (Yánesha),34.0,6.0,Quebrada Gergon
-75.5795,-7.92954,Manco Capac,Shipibo-Conibo,570.0,100.0,Río Pisqui
-74.29298,-9.34955,Colonia Caco,Shipibo-Conibo,1200.0,560.0,Río Ucayali
-78.34884,-5.0186,Duship,Aguaruna (Awajun),238.0,43.0,Río Marañón
-73.17406,-5.5413,Matses,Mayoruna (Matsés),1663.0,315.0,Río Gálvez
-78.1738,-4.24133,Buchigkim,Aguaruna (Awajun),115.0,28.0,Río Cenepa
-75.5015,-4.32595,San Lorenzo Anexo Puerto Rico,Urarina,222.0,56.0,Río Tigrillo
-78.2303,-4.83248,Autukai,Aguaruna (Awajun),0.0,0.0,Quebrada Watsa
-70.95131,-3.87634,Pancho Cocha,Yagua,128.0,48.0,Quebrada Yacarite
-71.05687,-9.9549,Curanjillo,Cashinahua,62.0,14.0,Río Curanja
-78.40912,-5.06557,Alto Shimutas,Aguaruna (Awajun),433.0,99.0,Río Shimutas
-74.10171,-4.48456,Esparta,Cocama-Cocamilla (Kukama-Kukamiria),88.0,20.0,Río Marañón
-76.44237,-6.31817,Chunchiwi,"Quechua, Lamas (Kichwa)",200.0,33.0,Quebrada Chunchiwi
-74.29422,-4.6073,Nuevo San Juan,Cocama-Cocamilla (Kukama-Kukamiria),202.0,39.0,Río Marañón
-74.45975,-3.73721,San Andrés,"Quechua, No Especificado",191.0,41.0,Río Tigre
-73.91715,-12.29294,Gran Shinongari,Asháninka,320.0,80.0,Río Apurimac
-75.23531,-7.0125,Santa Rosa de Pirococha,Shipibo-Conibo,149.0,27.0,Lago Pirococha
-78.28398,-5.07899,Cuzu Chico,Aguaruna (Awajun),190.0,37.0,Río Kusu Chico
-70.84879,-9.86899,Zapote,Culina,67.0,16.0,Río Purus
-76.61098,-6.57257,Alto Vista Alegre de Shitariyaku,"Quechua, Lamas (Kichwa)",450.0,120.0,Quebrada Shitariyacu
-75.21173,-10.76811,Palomar,Amuesha (Yánesha),132.0,38.0,Río Entaz
-74.27389,-9.49359,Nuevo San Juan,Shipibo-Conibo,342.0,32.0,Río Ucayali
-75.00172,-7.86573,Paoyhan,Shipibo-Conibo,1738.0,468.0,Río Ucayali
-74.31346,-8.83144,Caimito,Shipibo-Conibo,600.0,105.0,Lago Imiria
-74.17675,-9.78627,Nueve de Octubre,Shipibo-Conibo,134.0,43.0,Río Ucayali
-78.30259,-5.08923,Chinim,Aguaruna (Awajun),91.0,22.0,Quebrada Chinim
-74.45991,-11.49989,Alto Kiatari,Nomatsiguenga,148.0,30.0,Río Kiatari
-74.81321,-10.10658,La Perla de Anangari,Asháninka,0.0,0.0,Río Sungaroyali
-73.33248,-10.71061,San Francisco o Tzinquiato,Asháninka,0.0,0.0,Río Urubamba
-75.10003,-7.21224,Nuevo Olaya,Shipibo-Conibo,380.0,50.0,Río Ucayali
-75.22107,-7.81627,Nuevo Irasola,Shipibo-Conibo,380.0,60.0,Río Pisqui
-74.17405,-9.46481,San Luis,Shipibo-Conibo,638.0,73.0,Río Ucayali
-78.19423,-4.36145,Paiza,Aguaruna (Awajun),369.0,83.0,Río Cenepa
-76.91645,-5.77269,Nueva Jerusalén,Aguaruna (Awajun),90.0,17.0,Río Morroyacu
-78.33822,-4.63891,Shacham Entsa,Aguaruna (Awajun),0.0,0.0,Río Canga
-75.1945,-10.9578,San Miguel Centro Marankiari,Asháninka,191.0,34.0,Quebrada Marankiari
-75.20838,-6.93847,Nuevo Shetevo,Shipibo-Conibo,180.0,54.0,Río Ucayali
-74.34719,-9.49311,Amaquiria,Shipibo-Conibo,600.0,70.0,Quebrada Amaquiria
-73.90632,-9.89982,Túpac Amaru,Shipibo-Conibo,445.0,115.0,Quebrada Cumaria
-74.9015,-10.91458,Bajo Aldea Pichanaki,Asháninka,0.0,0.0,Río Perene
-75.28167,-7.23688,Libertad,Piro (Yine),220.0,40.0,Río Ucayali
-74.70224,-9.74827,Monterrico de Opokiari,Asháninka,0.0,0.0,Río Chinchihuani
-74.88398,-7.78524,Roaboya,Shipibo-Conibo,484.0,86.0,Río Ucayali
-73.96695,-10.26557,Toniromashe,Asháninka,326.0,70.0,Río Ucayali
-72.85379,-3.38665,Las Palmeras,Yagua,0.0,0.0,Río Amazonas
-74.26925,-8.45279,San Rafael,Shipibo-Conibo,60.0,9.0,Río Ucayali (Tipishca)
-74.73083,-11.08349,San Juan de Cheni,Asháninka,158.0,49.0,Río Capiri
-74.24743,-9.29761,Caco Macaya,Shipibo-Conibo,0.0,0.0,Río Caco
-75.65865,-8.18544,Nuevo Edén,Shipibo-Conibo,1100.0,210.0,Río Pisqui
-74.26071,-8.66144,Nuevo San Rafael,Shipibo-Conibo,413.0,98.0,Río Ucayali
-78.24634,-4.64761,Suwants,Aguaruna (Awajun),120.0,24.0,Quebrada Mamayakim
-74.253,-8.88853,Junín Pablo,Shipibo-Conibo,0.0,0.0,Cocha Junín Pablo
-74.47758,-9.25578,Atahualpa de Tabacoa,Shipibo-Conibo,130.0,28.0,Quebrada Tabacoa
-74.44629,-9.17899,Nueva Samaria,Shipibo-Conibo,735.0,145.0,Río Ucayali
-74.43856,-4.56959,Nueva Unión del Marañón,Cocama-Cocamilla (Kukama-Kukamiria),0.0,0.0,Río Marañón
-74.32931,-8.81075,Caimito,Shipibo-Conibo,0.0,0.0,Lago Imiria
-74.66053,-5.62901,Nuevo San Antonio,Cocama-Cocamilla (Kukama-Kukamiria),210.0,25.0,Río Puinahua
-75.25069,-10.87395,Alto Puñizas,Amuesha (Yánesha),70.0,18.0,Río Puñizas
-70.61513,-9.60626,San Bernardo,Culina,373.0,61.0,Río Purus
-74.29072,-9.69084,Santa Rosa de Runuya,Shipibo-Conibo,350.0,30.0,Quebrada Runuya
-74.38825,-8.80082,Buenos Aires,Shipibo-Conibo,123.0,28.0,Lago Imiria
-78.84012,-4.82918,Naranjos,Aguaruna (Awajun),0.0,0.0,Río Chirinos
-74.17617,-8.81303,Nuevo Egipto,Shipibo-Conibo,7.0,1.0,Quebrada Imiría
-74.52935,-8.73827,Dos Unidos,Shipibo-Conibo,272.0,46.0,Río Pachitea
-75.28854,-7.27247,Puerto Adelina,Shipibo-Conibo,718.0,29.0,Río Ucayali
-73.87038,-9.64973,Nueva Claridad de Bambu,Asháninka,105.0,30.0,Quebrada Canavitea
-77.39195,-5.7639,Shampuyacu,Aguaruna (Awajun),1655.0,309.0,Río Naranjillo
-74.16197,-9.70715,Sempaya,Shipibo-Conibo,534.0,127.0,Río Pinto Caño
-74.20935,-8.47132,Santa Rosa de Tamaya Tipishca,Shipibo-Conibo,350.0,48.0,Río Abujao
-78.13953,-4.67732,Cayamas,Aguaruna (Awajun),219.0,35.0,Río Marañón
-74.38435,-10.75789,Chequitavo,Ashéninka,261.0,63.0,Quebrada Pairini
-78.17691,-4.56628,Tuutin,Aguaruna (Awajun),567.0,108.0,Río Cenepa
-74.7718,-7.90777,Nuevo Loreto,Shipibo-Conibo,150.0,18.0,Río Ucayali
-76.53129,-6.31961,Alto Shamboyaku,"Quechua, Lamas (Kichwa)",700.0,160.0,Quebrada Shamboyacu
-74.90927,-7.43106,Santa Clara II,Shipibo-Conibo,110.0,20.0,Río Ucayali
-78.13269,-4.49073,Sua San Antonio,Aguaruna (Awajun),396.0,78.0,Río Cenepa
-70.03256,-4.19829,Gamboa,Ticuna,113.0,26.0,Quebrada Gamboa
-78.1675,-4.71745,Inayua - Marañón,Aguaruna (Awajun),135.0,25.0,Río Marañón
-74.79128,-1.1746,Vencedor,"Quechua, Napo (Kichwa)",380.0,50.0,Quebrada Santa María
-76.60426,-6.28152,Pampa Sacha,"Quechua, Lamas (Kichwa)",325.0,73.0,Quebrada Chumbaquiwi
-74.33869,-11.48475,San Juan de Cajeriari,Nomatsiguenga,57.0,13.0,Río Cageriari
-74.43475,-2.05656,Rumituni,"Quechua, Napo (Kichwa)",320.0,63.0,Río Napo
-74.6802,-10.43955,Saniveni,Asháninka,0.0,0.0,No hay datos
-75.039,-10.46581,San Pedro de Pichanaz,Amuesha (Yánesha),355.0,76.0,Río Pichanaz
-74.42735,-2.01336,Sunullacta,"Quechua, Napo (Kichwa)",102.0,19.0,Río Napo
-74.74823,-11.06671,Santo Barato,Asháninka,0.0,0.0,No hay datos
-75.85797,-3.88145,Mangual,Urarina,117.0,20.0,Río Chambira
-72.59018,-9.82846,Dulce Gloria,Ashéninka,184.0,40.0,Río Yurua
-75.39309,-10.17602,Alto Lagarto,Amuesha (Yánesha),72.0,14.0,Río Lagarto
-73.08196,-3.35447,Yaguas de Urco Miraño,Yagua,0.0,0.0,Lago Urco Miraño
-72.95133,-10.35894,Raya,Yaminahua,135.0,32.0,Río Mapuya
-73.60117,-10.61439,Santa Clara,Piro (Yine),0.0,0.0,Río Urubamba
-74.33766,-2.29784,Nuevo Yarina,"Quechua, Napo (Kichwa)",205.0,35.0,Río Curaray
-74.78549,-10.00192,La Paz de Getarine,Asháninka,35.0,9.0,Río Apurucayali
-74.55215,-8.16511,Nuevo San Lorenzo,Shipibo-Conibo,30.0,7.0,Río Ucayali
-73.75111,-2.48044,Huiririma,"Quechua, Napo (Kichwa)",325.0,35.0,Quebrada Huiririma
-74.30466,-0.81142,Nueva Ipiranga,"Quechua, No Especificado",103.0,14.0,Quebrada Angusilla
-74.63606,-10.94945,Aoti,Asháninka,696.0,200.0,Río Perene
-74.4548,-11.15871,Shanqui,Asháninka,291.0,68.0,Río Satipo
-74.95798,-3.78533,Las Palmeras,Urarina,57.0,9.0,Quebrada Yanayacu
-72.67992,-3.54204,Yaguas de Tipishca,Yagua,112.0,26.0,Quebrada Yaguas de Tipishca
-74.71529,-9.66961,Selva de Oro,Asháninka,18.0,3.0,Río Chinchihuani
-75.07556,-10.88772,Pucharini,Asháninka,1343.0,342.0,Río Perene
-74.87339,-10.30547,Presby Flor de Mayo,Asháninka,64.0,15.0,Río Pichis
-74.89707,-10.04194,Puerto Leticia,Asháninka,137.0,32.0,Río Apurucayali
-70.108,-2.73282,Primavera,Ticuna,176.0,35.0,Río Putumayo
-71.6952,-2.22211,Punchana,Huitoto,18.0,6.0,Quebrada Bobona
-74.96175,-10.89658,Shintoriato,Asháninka,106.0,23.0,Río Perene
-74.85397,-10.4961,San Pedro,Asháninka,708.0,153.0,Río Azupizu
-74.35375,-6.61471,Limón Cocha,Capanahua,150.0,45.0,Río Tapiche
-70.45801,-3.93259,Cushillo Cocha,Ticuna,3750.0,570.0,Cocha Cushillo
-76.69871,-4.3179,Puerto Chingana,Candoshi (Kandozi),345.0,48.0,Quebrada Pirumba
-74.70741,-11.02956,Somontonari,Amuesha (Yánesha),129.0,38.0,Río Perene
-71.0164,-9.88993,Nueva Luz,Cashinahua,88.0,19.0,Río Curanjillo
-73.69773,-2.36806,Santa Elena,"Quechua, Napo (Kichwa)",278.0,36.0,Río Tambor Yacu
-74.62789,-1.63502,Monterrico,"Quechua, Napo (Kichwa)",1430.0,200.0,Río Napo
-73.06882,-12.59099,Corimani,Machiguenga (Matsigenka),68.0,15.0,Quebrada Chigaroshiato
-74.28029,-10.72485,Alto Chencoreni,Ashéninka,179.0,38.0,Quebrada Tonaquishari
-70.60923,-3.97822,San Martín de Arahuana,Yagua,118.0,22.0,Quebrada Palo Seco
-74.75509,-10.99139,Capachari,Asháninka,120.0,26.0,Río Perene
-71.90184,-2.33421,La Florida,Huitoto,38.0,9.0,Río Algodón
-74.04998,-2.41713,Quechuas de Argentina,"Quechua, Napo (Kichwa)",138.0,35.0,Río Napo
-73.58134,-10.71073,Nuevo Italia,Piro (Yine),350.0,45.0,Río Urubamba
-74.76576,-8.12532,Shambo Porvenir,Shipibo-Conibo,0.0,0.0,Río Aguaytía
-74.31579,-8.43596,Alva Castro,Shipibo-Conibo,120.0,20.0,Río Ucayali
-75.23352,-10.70467,El Milagro,Amuesha (Yánesha),111.0,22.0,Río Entaz
-70.3483,-3.95672,San José de Yanayacu,Ticuna,360.0,95.0,Quebrada Yanayacu
-70.02765,-4.17508,Chineria,Ticuna,200.0,45.0,Río Amazonas
-75.35324,-3.57545,Peruanito,Achuar,115.0,12.0,Quebrada Capirona
-71.26859,-3.77616,Juan Pablo II de Cajocuma,Yagua,145.0,37.0,Quebrada Cajocuma
-75.47023,-8.72935,Santa Rosa,Shipibo-Conibo,919.0,176.0,Río Aguaytía
-71.77109,-3.70935,Remanso,Yagua,400.0,70.0,Río Marañón
-74.56841,-11.19955,San Pascual,Asháninka,213.0,51.0,Río Satipo
-76.94299,-4.22822,Nueva Yarina y Anexos,Candoshi (Kandozi),982.0,178.0,Río Charupi
-71.21539,-4.00381,Nuevo Mayoruna,Yagua,250.0,52.0,Río Amazonas
-78.30917,-4.20254,Shaim,Aguaruna (Awajun),0.0,0.0,Río Comaina
-75.09635,-10.8748,San Jeronimo Puerto Yurinaki,Amuesha (Yánesha),159.0,36.0,Río Perene
-74.72999,-7.93673,Nuevo Bellavista,Shipibo-Conibo,94.0,11.0,Quebrada Tomichico
-74.68278,-11.13763,Santa Rosa de Panakiari,Asháninka,101.0,23.0,Río Carretera Marginal
-74.97713,-4.58324,Nueva Unión,Urarina,108.0,24.0,Quebrada Espejo
-74.19073,-10.67149,Catoteni,Ashéninka,0.0,0.0,Quebrada Catoteni
-78.30837,-4.91113,Shushui,Aguaruna (Awajun),557.0,90.0,Río Marañón
-75.08859,-7.59024,Cushuscaya,Shipibo-Conibo,70.0,18.0,Cocha Cushuscaya
-73.34857,-10.80796,Villa María de Cumarillo,Asháninka,150.0,17.0,Quebrada Cumarillo
-74.91082,-4.35208,Santa Rosa,Urarina,161.0,35.0,Quebrada Airico
-74.26858,-10.70948,Quemporiquishi,Ashéninka,0.0,0.0,Quebrada Tsirotsisqui
-72.60309,-3.34633,Yaguas de Nueva Esperanza de Atún Caño,Yagua,60.0,32.0,Quebrada Nueva Esperanza de Atún Caño
-74.47725,-11.13266,Timpiñari,Asháninka,45.0,11.0,Quebrada Casantobeni
-73.12421,-2.32747,8 de Diciembre,Huitoto,40.0,6.0,Río Putumayo
-74.25778,-10.71596,Bajo Chencoreni,Ashéninka,0.0,0.0,Río Chitane
-74.95846,-10.87591,Churingaveni,Asháninka,220.0,50.0,Río Perene
-71.84416,-2.27118,Siete de Agosto,Ocaina,30.0,8.0,Quebrada Algodoncillo
-74.53188,-11.11819,Monterrico,Asháninka,71.0,18.0,Río Sondoveni
-74.70925,-10.19011,El Solitario,Asháninka,76.0,12.0,Río Shirarine
-72.72484,-2.66146,San Pablo de Totolla,Orejón (Mae Juna),56.0,9.0,Río Algodón
-74.96507,-1.09475,Torres Causano,"Quechua, Napo (Kichwa)",205.0,55.0,Río Napo
-75.11087,-10.82703,Eshcormes,Amuesha (Yánesha),116.0,18.0,Río Yurinaki
-70.75093,-12.85844,Puerto Luz,Harakmbut,409.0,57.0,Río Colorado
-72.21968,-3.61699,Comandancia,Yagua,270.0,34.0,Río Orosa
-72.18272,-3.56634,Santa Rosa de Orosa,Yagua,0.0,0.0,Río Orosa
-74.72146,-10.41374,Huacamayo de Neguache,Asháninka,73.0,25.0,Río Neguache
-70.37834,-13.01346,Arazaire,Arazaire,85.0,23.0,Quebrada Venquehue
-74.21931,-10.71666,Quiteriavo,Ashéninka,60.0,15.0,Quebrada Quiteriavo
-74.78606,-10.15791,Shirarine,Asháninka,67.0,10.0,Río Shirarine
-70.41295,-3.88089,Puerto Sinai,Ticuna,220.0,40.0,Río Amazonas
-75.17078,-10.65904,Palma Bocaz,Amuesha (Yánesha),47.0,11.0,Río Bocaz
-71.78385,-3.65852,Pichana,Yagua,300.0,64.0,Río Amazonas
-72.93155,-3.22926,Orejones,Orejón (Mae Juna),167.0,42.0,Quebrada Sucusari
-70.51386,-3.95533,Edén de la Frontera,Yagua,46.0,10.0,Quebrada Marichin
-74.52435,-11.33549,San Cristobal,Asháninka,105.0,15.0,Río Mazamari
-74.77943,-11.1134,Ipokiari,Asháninka,147.0,28.0,Río Ipoki
-70.15785,-4.08865,Yahuma II Zona,Ticuna,224.0,43.0,Río Amazonas
-73.6002,-2.34534,Vista Hermosa - Río Tambor Yacu,"Quechua, Napo (Kichwa)",79.0,16.0,Río Tambor Yacu
-75.08419,-10.83133,San Pedro de Sheboriari,Asháninka,59.0,10.0,Río Zatinaki
-74.39934,-8.53841,Limongema,Shipibo-Conibo,300.0,79.0,Río Ucayali
-74.87084,-10.7459,San Luis de Alto Shimaki,Asháninka,50.0,11.0,Río Shimaki
-74.24106,-10.62487,Chencari,Ashéninka,0.0,0.0,Quebrada Empaniquiari
-75.73868,-3.9388,Buena Vista Anexo Copal,Urarina,79.0,18.0,Quebrada Pucuna
-74.10432,-2.2422,Sumac Allpa,"Quechua, Napo (Kichwa)",430.0,70.0,Río Napo
-74.13473,-2.364,San Rafael,"Quechua, Napo (Kichwa)",310.0,62.0,Río Curaray
-76.0668,-4.51352,Pucallpa,Candoshi (Kandozi),91.0,16.0,Río Nucuray
-75.26685,-10.18317,Siete de Junio,Amuesha (Yánesha),1424.0,251.0,Río Omaiz
-73.0666,-3.35668,Yaguas de Urco Miraño,Yagua,409.0,70.0,Lago Urco Miraño
-75.20554,-10.14036,Santa Rosa de Chuchurras,Amuesha (Yánesha),316.0,59.0,Río Chuchurras
-74.56789,-11.15481,Paureli,Asháninka,221.0,44.0,Quebrada Paureli
-71.68791,-3.82063,Cóndor,Yagua,0.0,0.0,Río Amazonas
-73.1606,-3.03287,Puerto Huamán,Orejón (Mae Juna),105.0,20.0,Río Yanayacu
-74.68599,-10.29286,Madre de Dios,Asháninka,82.0,21.0,Río Anacayali
-74.83587,-3.79768,Cuchara,Achuar,84.0,20.0,Quebrada Carachamayacu
-72.84776,-2.4514,Puerto Elvira,Huitoto,58.0,13.0,Río Putumayo
-74.73382,-11.0422,Boca del Chenic,Asháninka,200.0,45.0,Río Cheni
-74.04043,-2.2597,San Fernando,"Quechua, Napo (Kichwa)",300.0,33.0,Río Napo
-77.04784,-4.00153,Limón Cocha,Candoshi (Kandozi),106.0,24.0,Río Chapuri
-78.38663,-4.20744,Shaim,Aguaruna (Awajun),616.0,132.0,Río Comaina
-77.45982,-5.66932,Alto Mayo,Aguaruna (Awajun),1980.0,377.0,Río Mayo
-70.76743,-3.8283,Uranias,Yagua,82.0,19.0,Río Atacuari
-75.18103,-10.15282,Buenos Aires,Amuesha (Yánesha),320.0,60.0,Río Palcazu
-73.41403,-10.75327,Inkare,Asháninka,0.0,0.0,Río Urubamba
-74.90876,-1.26206,Tempestad,"Quechua, Napo (Kichwa)",0.0,0.0,Río Napo
-72.72218,-9.57282,Nueva Victoria,Asháninka,0.0,0.0,Río Yurua
-74.62302,-10.47935,Kempityari,Asháninka,0.0,0.0,No hay datos
-74.41899,-10.87721,Centro Janteni,Ashéninka,0.0,0.0,Quebrada Choverari
-75.25158,-10.94271,Pampa Michi,Amuesha (Yánesha),295.0,66.0,Río Perene
-69.44251,-12.53615,Tres Islas,Shipibo-Conibo,123.0,40.0,Río Madre de Dios
-74.67029,-10.99208,Impitato Cascada,Asháninka,526.0,181.0,Río Perene
-74.75752,-10.55332,Flor de Rosas de Nazarategui,Asháninka,22.0,5.0,Río Nazarategui
-73.68417,-2.3083,Nuevo Libertador,"Quechua, Napo (Kichwa)",63.0,12.0,Quebrada Tambor Yacu
-75.87796,-4.71321,San Fernando,Cocama-Cocamilla (Kukama-Kukamiria),50.0,11.0,Río Nucuray
-74.26334,-8.43249,Betel,Shipibo-Conibo,0.0,0.0,Río Ucayali
-74.78429,-10.57512,Florida,Asháninka,40.0,10.0,Río Empanaquiari
-74.46735,-0.83427,Mashunta,Secoya,74.0,18.0,Quebrada Angusilla
-70.19489,-3.97905,Puerto Alegre,Ticuna,280.0,50.0,Río Amazonas
-74.68894,-1.38471,Chingana,"Quechua, Napo (Kichwa)",108.0,16.0,Río Napo
-74.76064,-10.23102,Buenaventura,Asháninka,84.0,20.0,Río Anacayali
-74.69476,-11.20056,Cushiviani,Asháninka,171.0,31.0,Río Cushiviani
-75.04234,-10.83311,Cumbre San Román de Satinaki,Asháninka,128.0,20.0,Río Zatinaki
-70.65486,-3.95903,Bufeo Cocha,Ticuna,364.0,62.0,Cocha Bufeo
-73.86665,-3.91583,San Juan de Ungurahual,Iquito,129.0,26.0,Río Nanay
-74.86525,-10.80236,San José Alto Kuviriani,Asháninka,134.0,33.0,Río Kuviriani
-73.59884,-10.69648,Santa Clara,Piro (Yine),350.0,50.0,Río Urubamba
-70.85761,-3.6558,El Sol,Yagua,200.0,28.0,Río Atacuari
-73.41284,-10.54649,Bobinsana,Asháninka,380.0,56.0,Río Inuya
-74.40142,-8.55643,Limongema,Shipibo-Conibo,0.0,0.0,Río Ucayali
-75.11338,-10.27908,Shiringamazu,Amuesha (Yánesha),631.0,105.0,Río Palcazu
-75.64152,-2.57405,Vista Alegre,"Quechua, No Especificado",188.0,37.0,Río Tigre
-73.72551,-2.40035,Patria Nueva,"Quechua, Napo (Kichwa)",145.0,22.0,Río Napo
-74.32447,-6.28066,Yarina Frontera Topal,Capanahua,45.0,6.0,Río Tapiche
-72.37186,-3.66404,Santa Ursula,Yagua,280.0,41.0,Río Orosa
-74.27293,-8.44325,Betel,Shipibo-Conibo,280.0,60.0,Río Ucayali
-72.15834,-3.57248,Santa Rosa de Orosa,Yagua,468.0,91.0,Río Orosa
-75.16006,-10.55201,Maccha Bocaz,Amuesha (Yánesha),49.0,8.0,Río Pescado
-75.01321,-10.18787,Villa Alegre de Quirishari,Asháninka,470.0,104.0,Río Quirishari
-74.09162,-2.17048,Quechua de San Fernando,"Quechua, Napo (Kichwa)",180.0,36.0,Río Napo
-74.85374,-10.95569,Bajo Quimiriki,Asháninka,263.0,60.0,Río Perene
-78.44764,-5.17536,Paik,Aguaruna (Awajun),127.0,15.0,Río Marañón
-75.95607,-4.70725,Unión Barranquita,Cocama-Cocamilla (Kukama-Kukamiria),109.0,22.0,Río Nucuray
-74.98965,-3.77789,Nueva Unión,Achuar,83.0,16.0,Río Corrientes
-74.64751,-1.78515,Paula Cocha,"Quechua, Napo (Kichwa)",151.0,32.0,Quebrada Paula Cocha
-75.28307,-3.69352,Boca del Copal,Achuar,122.0,22.0,Quebrada Copal
-74.29981,-10.70019,Quemporiquishi,Ashéninka,277.0,66.0,Quebrada Tsirotsisqui
-73.70855,-2.52654,Sargento Lores,"Quechua, Napo (Kichwa)",370.0,68.0,Río Napo
-74.54833,-11.38235,Teoria,Asháninka,368.0,74.0,Río Mazamari
-74.62214,-11.20689,Río Bertha,Asháninka,262.0,58.0,Río Rio Bertha
-73.64872,-10.69204,Nueva Esperanza,Asháninka,300.0,70.0,Río Urubamba
-74.88168,-3.40927,28 de Julio,"Quechua, No Especificado",319.0,64.0,Río Tigre
-74.32953,-10.74984,Majontoni,Ashéninka,165.0,36.0,Quebrada Majontoni
-74.31711,-2.07835,Pucayacu,"Quechua, Napo (Kichwa)",205.0,46.0,Quebrada Pucayacu
-75.40855,-4.17932,Nueva Esperanza y Anexos,Urarina,707.0,152.0,Río Chambira
-74.97071,-10.83509,Pachacutec,Asháninka,130.0,25.0,Quebrada Pachacutec
-74.56809,-11.10059,Alto Sondoveni,Asháninka,233.0,46.0,Riachuelo Sondobeni
-73.7044,-10.6594,Sabaluyo Mamoriari,Ashéninka,322.0,52.0,Quebrada Chicocillo
-72.99336,-2.39572,Roca Fuerte,"Quechua, No Especificado",91.0,15.0,Río Putumayo
-71.18231,-3.89051,Capironal,Yagua,161.0,41.0,Río Amazonas
-74.99069,-4.52117,Santa Martha,Urarina,111.0,22.0,Río Tigrillo
-74.97756,-10.38194,Santa Rosa de Chivis,Asháninka,387.0,87.0,Río Nochos
-74.49711,-11.31618,Cañete,Asháninka,226.0,53.0,Río Mazamari
-74.24158,-10.68438,Catoteni,Ashéninka,175.0,36.0,Quebrada Catoteni
-75.98813,-4.64737,Huancayo,Cocama-Cocamilla (Kukama-Kukamiria),207.0,40.0,Río Nucuray
-72.6673,-3.53901,Yaguas de Tipishca,Yagua,0.0,0.0,Quebrada Yaguas de Tipishca
-75.69894,-3.09161,Nueva Valencia,Achuar,221.0,46.0,Quebrada Plantanoyacu
-75.07222,-10.3407,Lomalinda - Laguna,Amuesha (Yánesha),790.0,136.0,Río Palcazu
-70.68807,-3.91983,Santa Rita de Mochila,Ticuna,315.0,48.0,Quebrada Mochila
-74.54175,-8.10765,Callería,Shipibo-Conibo,0.0,0.0,Río Callería
